bear,year,day,julinaday,GMT.Date,hour,minutes,GMT.Time,Latitude,Longitude
33505,15,305,15305,01.11.2015,10,:01,10:01:00,31.37299,-88.27008
33505,15,305,15305,01.11.2015,11,:01,11:01:00,31.37284,-88.26992
33505,15,305,15305,01.11.2015,13,:01,13:01:00,31.37294,-88.27008
33505,15,305,15305,01.11.2015,14,:00,14:00:00,31.37306,-88.27012
33505,15,305,15305,01.11.2015,15,:03,15:03:00,31.37297,-88.27003
33505,15,305,15305,01.11.2015,17,:03,17:03:00,31.37306,-88.27012
33505,15,305,15305,01.11.2015,19,:01,19:01:00,31.37294,-88.27001
33505,15,305,15305,01.11.2015,20,:03,20:03:00,31.37295,-88.2702
33505,15,305,15305,01.11.2015,21,:01,21:01:00,31.373,-88.27011
33505,15,305,15305,01.11.2015,22,:03,22:03:00,31.37289,-88.26991
33505,15,305,15305,01.11.2015,23,:00,23:00:00,31.37145,-88.27133
33505,15,306,15306,02.11.2015,0,:00,0:00:00,31.3714,-88.27127
33505,15,306,15306,02.11.2015,1,:02,1:02:00,31.37238,-88.27087
33505,15,306,15306,02.11.2015,2,:01,2:01:00,31.37304,-88.27017
33505,15,306,15306,02.11.2015,3,:01,3:01:00,31.37311,-88.27005
33505,15,306,15306,02.11.2015,4,:01,4:01:00,31.37344,-88.26934
33505,15,306,15306,02.11.2015,5,:02,5:02:00,31.37625,-88.2649
33505,15,306,15306,02.11.2015,9,:02,9:02:00,31.37651,-88.26482
33505,15,306,15306,02.11.2015,10,:03,10:03:00,31.3763,-88.26467
33505,15,306,15306,02.11.2015,13,:03,13:03:00,31.37629,-88.26484
33505,15,306,15306,02.11.2015,14,:03,14:03:00,31.37647,-88.26505
33505,15,306,15306,02.11.2015,16,:03,16:03:00,31.37658,-88.26483
33505,15,306,15306,02.11.2015,17,:01,17:01:00,31.37782,-88.26547
33505,15,306,15306,02.11.2015,18,:00,18:00:00,31.37795,-88.26523
33505,15,306,15306,02.11.2015,19,:00,19:00:00,31.38052,-88.26525
33505,15,306,15306,02.11.2015,20,:00,20:00:00,31.38141,-88.26622
33505,15,306,15306,02.11.2015,21,:00,21:00:00,31.3831,-88.26576
33505,15,306,15306,02.11.2015,22,:01,22:01:00,31.38205,-88.26494
33505,15,306,15306,02.11.2015,23,:01,23:01:00,31.38127,-88.26678
33505,15,307,15307,03.11.2015,0,:00,0:00:00,31.38081,-88.26625
33505,15,307,15307,03.11.2015,1,:02,1:02:00,31.3783,-88.26531
33505,15,307,15307,03.11.2015,2,:02,2:02:00,31.37383,-88.26567
33505,15,307,15307,03.11.2015,3,:00,3:00:00,31.37196,-88.27198
33505,15,307,15307,03.11.2015,4,:03,4:03:00,31.37107,-88.26641
33505,15,307,15307,03.11.2015,6,:00,6:00:00,31.3723,-88.26476
33505,15,307,15307,03.11.2015,7,:00,7:00:00,31.37191,-88.26459
33505,15,307,15307,03.11.2015,8,:01,8:01:00,31.37221,-88.26473
33505,15,307,15307,03.11.2015,9,:02,9:02:00,31.37221,-88.26483
33505,15,307,15307,03.11.2015,10,:03,10:03:00,31.37209,-88.26464
33505,15,307,15307,03.11.2015,13,:01,13:01:00,31.37228,-88.26471
33505,15,307,15307,03.11.2015,14,:00,14:00:00,31.3727,-88.26361
33505,15,307,15307,03.11.2015,15,:00,15:00:00,31.37465,-88.26345
33505,15,307,15307,03.11.2015,16,:03,16:03:00,31.3765,-88.26637
33505,15,307,15307,03.11.2015,17,:03,17:03:00,31.37621,-88.26602
33505,15,307,15307,03.11.2015,18,:00,18:00:00,31.37829,-88.26621
33505,15,307,15307,03.11.2015,19,:02,19:02:00,31.37745,-88.2656
33505,15,307,15307,03.11.2015,20,:01,20:01:00,31.37727,-88.26558
33505,15,307,15307,03.11.2015,21,:01,21:01:00,31.37752,-88.26561
33505,15,307,15307,03.11.2015,22,:01,22:01:00,31.37813,-88.26533
33505,15,307,15307,03.11.2015,23,:00,23:00:00,31.37856,-88.2663
33505,15,308,15308,04.11.2015,0,:00,0:00:00,31.37798,-88.26542
33505,15,308,15308,04.11.2015,1,:01,1:01:00,31.38067,-88.265
33505,15,308,15308,04.11.2015,2,:00,2:00:00,31.38196,-88.26604
33505,15,308,15308,04.11.2015,3,:01,3:01:00,31.38034,-88.26009
33505,15,308,15308,04.11.2015,4,:00,4:00:00,31.38069,-88.25769
33505,15,308,15308,04.11.2015,5,:00,5:00:00,31.37824,-88.2576
33505,15,308,15308,04.11.2015,6,:00,6:00:00,31.37817,-88.25743
33505,15,308,15308,04.11.2015,7,:00,7:00:00,31.37496,-88.26607
33505,15,308,15308,04.11.2015,8,:00,8:00:00,31.37642,-88.2649
33505,15,308,15308,04.11.2015,9,:02,9:02:00,31.37635,-88.26484
33505,15,308,15308,04.11.2015,14,:02,14:02:00,31.3765,-88.26491
33505,15,308,15308,04.11.2015,15,:01,15:01:00,31.3779,-88.2655
33505,15,308,15308,04.11.2015,16,:00,16:00:00,31.37741,-88.26695
33505,15,308,15308,04.11.2015,17,:01,17:01:00,31.37735,-88.26664
33505,15,308,15308,04.11.2015,21,:02,21:02:00,31.3775,-88.26728
33505,15,308,15308,04.11.2015,22,:00,22:00:00,31.37756,-88.26724
33505,15,308,15308,04.11.2015,23,:01,23:01:00,31.37725,-88.26683
33505,15,309,15309,05.11.2015,3,:01,3:01:00,31.37702,-88.26712
33505,15,309,15309,05.11.2015,4,:00,4:00:00,31.37741,-88.26708
33505,15,309,15309,05.11.2015,5,:00,5:00:00,31.37607,-88.26462
33505,15,309,15309,05.11.2015,7,:03,7:03:00,31.37609,-88.26476
33505,15,309,15309,05.11.2015,12,:01,12:01:00,31.37614,-88.26515
33505,15,309,15309,05.11.2015,13,:01,13:01:00,31.37612,-88.26522
33505,15,309,15309,05.11.2015,16,:01,16:01:00,31.37603,-88.26528
33505,15,309,15309,05.11.2015,17,:03,17:03:00,31.37407,-88.26377
33505,15,309,15309,05.11.2015,21,:01,21:01:00,31.38063,-88.24555
33505,15,309,15309,05.11.2015,22,:00,22:00:00,31.38072,-88.24576
33505,15,309,15309,05.11.2015,23,:01,23:01:00,31.37986,-88.24382
33505,15,310,15310,06.11.2015,0,:00,0:00:00,31.38612,-88.24267
33505,15,310,15310,06.11.2015,1,:01,1:01:00,31.38755,-88.24331
33505,15,310,15310,06.11.2015,2,:01,2:01:00,31.37742,-88.26728
33505,15,310,15310,06.11.2015,3,:01,3:01:00,31.3932,-88.24098
33505,15,310,15310,06.11.2015,4,:01,4:01:00,31.39311,-88.24098
33505,15,310,15310,06.11.2015,6,:01,6:01:00,31.39311,-88.24094
33505,15,310,15310,06.11.2015,8,:02,8:02:00,31.39329,-88.24094
33505,15,310,15310,06.11.2015,10,:01,10:01:00,31.39321,-88.24094
33505,15,310,15310,06.11.2015,11,:01,11:01:00,31.39319,-88.2407
33505,15,310,15310,06.11.2015,12,:01,12:01:00,31.39388,-88.2425
33505,15,310,15310,06.11.2015,13,:03,13:03:00,31.3945,-88.23955
33505,15,310,15310,06.11.2015,17,:02,17:02:00,31.39971,-88.23949
33505,15,310,15310,06.11.2015,18,:03,18:03:00,31.40073,-88.24011
33505,15,310,15310,06.11.2015,19,:00,19:00:00,31.40005,-88.23991
33505,15,310,15310,06.11.2015,20,:03,20:03:00,31.39951,-88.2394
33505,15,310,15310,06.11.2015,22,:01,22:01:00,31.40014,-88.23602
33505,15,310,15310,06.11.2015,23,:01,23:01:00,31.39969,-88.23944
33505,15,311,15311,07.11.2015,0,:00,0:00:00,31.39971,-88.23949
33505,15,311,15311,07.11.2015,1,:01,1:01:00,31.39957,-88.23934
33505,15,311,15311,07.11.2015,2,:01,2:01:00,31.40016,-88.23547
33505,15,311,15311,07.11.2015,5,:01,5:01:00,31.40017,-88.23551
33505,15,311,15311,07.11.2015,8,:03,8:03:00,31.40511,-88.22509
33505,15,311,15311,07.11.2015,9,:03,9:03:00,31.4051,-88.22515
33505,15,311,15311,07.11.2015,10,:00,10:00:00,31.40502,-88.22526
33505,15,311,15311,07.11.2015,11,:01,11:01:00,31.40506,-88.22522
33505,15,311,15311,07.11.2015,12,:02,12:02:00,31.40513,-88.22513
33505,15,311,15311,07.11.2015,13,:02,13:02:00,31.41001,-88.22192
33505,15,311,15311,07.11.2015,14,:03,14:03:00,31.41922,-88.22216
33505,15,311,15311,07.11.2015,15,:01,15:01:00,31.42005,-88.22227
33505,15,311,15311,07.11.2015,16,:03,16:03:00,31.42043,-88.2228
33505,15,311,15311,07.11.2015,17,:03,17:03:00,31.42033,-88.22288
33505,15,311,15311,07.11.2015,18,:01,18:01:00,31.42015,-88.22289
33505,15,311,15311,07.11.2015,19,:00,19:00:00,31.41867,-88.22203
33505,15,311,15311,07.11.2015,20,:01,20:01:00,31.41962,-88.22266
33505,15,311,15311,07.11.2015,21,:02,21:02:00,31.4204,-88.22162
33505,15,311,15311,07.11.2015,22,:01,22:01:00,31.42029,-88.22155
33505,15,311,15311,07.11.2015,23,:02,23:02:00,31.42014,-88.22154
33505,15,312,15312,08.11.2015,0,:00,0:00:00,31.42018,-88.22164
33505,15,312,15312,08.11.2015,1,:01,1:01:00,31.42026,-88.22193
33505,15,312,15312,08.11.2015,2,:00,2:00:00,31.42033,-88.22148
33505,15,312,15312,08.11.2015,3,:01,3:01:00,31.42019,-88.22155
33505,15,312,15312,08.11.2015,4,:00,4:00:00,31.4202,-88.22164
33505,15,312,15312,08.11.2015,6,:01,6:01:00,31.42022,-88.22164
33505,15,312,15312,08.11.2015,7,:00,7:00:00,31.42056,-88.2219
33505,15,312,15312,08.11.2015,9,:03,9:03:00,31.4204,-88.22167
33505,15,312,15312,08.11.2015,10,:01,10:01:00,31.41993,-88.22178
33505,15,312,15312,08.11.2015,11,:03,11:03:00,31.42003,-88.22184
33505,15,312,15312,08.11.2015,12,:03,12:03:00,31.41985,-88.22135
33505,15,312,15312,08.11.2015,13,:02,13:02:00,31.41965,-88.22152
33505,15,312,15312,08.11.2015,14,:01,14:01:00,31.41929,-88.22246
33505,15,312,15312,08.11.2015,15,:01,15:01:00,31.41844,-88.22358
33505,15,312,15312,08.11.2015,16,:01,16:01:00,31.41883,-88.22323
33505,15,312,15312,08.11.2015,17,:03,17:03:00,31.41844,-88.22324
33505,15,312,15312,08.11.2015,18,:02,18:02:00,31.41784,-88.22135
33505,15,312,15312,08.11.2015,19,:00,19:00:00,31.41806,-88.22148
33505,15,312,15312,08.11.2015,20,:01,20:01:00,31.4179,-88.22151
33505,15,312,15312,08.11.2015,21,:01,21:01:00,31.41785,-88.22147
33505,15,312,15312,08.11.2015,22,:03,22:03:00,31.41843,-88.22251
33505,15,312,15312,08.11.2015,23,:00,23:00:00,31.4193,-88.2227
33505,15,313,15313,09.11.2015,0,:01,0:01:00,31.4199,-88.2215
33505,15,313,15313,09.11.2015,1,:02,1:02:00,31.41995,-88.2216
33505,15,313,15313,09.11.2015,3,:00,3:00:00,31.41987,-88.22154
33505,15,313,15313,09.11.2015,4,:01,4:01:00,31.41993,-88.22155
33505,15,313,15313,09.11.2015,6,:01,6:01:00,31.41984,-88.22153
33505,15,313,15313,09.11.2015,7,:01,7:01:00,31.41979,-88.22192
33505,15,313,15313,09.11.2015,8,:03,8:03:00,31.42164,-88.22026
33505,15,313,15313,09.11.2015,9,:03,9:03:00,31.42466,-88.22333
33505,15,313,15313,09.11.2015,10,:00,10:00:00,31.42385,-88.22187
33505,15,313,15313,09.11.2015,11,:03,11:03:00,31.41843,-88.22355
33505,15,313,15313,09.11.2015,12,:02,12:02:00,31.41917,-88.22265
33505,15,313,15313,09.11.2015,13,:01,13:01:00,31.41917,-88.22207
33505,15,313,15313,09.11.2015,15,:03,15:03:00,31.41865,-88.22291
33505,15,313,15313,09.11.2015,16,:00,16:00:00,31.41656,-88.21932
33505,15,313,15313,09.11.2015,17,:03,17:03:00,31.41746,-88.20755
33505,15,313,15313,09.11.2015,21,:03,21:03:00,31.41665,-88.20649
33505,15,313,15313,09.11.2015,23,:00,23:00:00,31.41374,-88.21009
33505,15,314,15314,10.11.2015,0,:01,0:01:00,31.40818,-88.2175
33505,15,314,15314,10.11.2015,1,:01,1:01:00,31.40131,-88.21782
33505,15,314,15314,10.11.2015,2,:00,2:00:00,31.40225,-88.22047
33505,15,314,15314,10.11.2015,3,:01,3:01:00,31.40479,-88.2248
33505,15,314,15314,10.11.2015,4,:01,4:01:00,31.40494,-88.22501
33505,15,314,15314,10.11.2015,5,:01,5:01:00,31.4049,-88.22486
33505,15,314,15314,10.11.2015,6,:00,6:00:00,31.40494,-88.22495
33505,15,314,15314,10.11.2015,7,:02,7:02:00,31.40497,-88.22496
33505,15,314,15314,10.11.2015,8,:02,8:02:00,31.40499,-88.22496
33505,15,314,15314,10.11.2015,9,:01,9:01:00,31.40503,-88.22507
33505,15,314,15314,10.11.2015,10,:02,10:02:00,31.40502,-88.225
33505,15,314,15314,10.11.2015,11,:03,11:03:00,31.40498,-88.22499
33505,15,314,15314,10.11.2015,12,:00,12:00:00,31.41141,-88.22355
33505,15,314,15314,10.11.2015,13,:00,13:00:00,31.4186,-88.22238
33505,15,314,15314,10.11.2015,15,:01,15:01:00,31.41988,-88.22182
33505,15,314,15314,10.11.2015,16,:01,16:01:00,31.42021,-88.2218
33505,15,314,15314,10.11.2015,17,:01,17:01:00,31.4198,-88.22189
33505,15,314,15314,10.11.2015,18,:02,18:02:00,31.42027,-88.22198
33505,15,314,15314,10.11.2015,20,:00,20:00:00,31.42025,-88.22207
33505,15,314,15314,10.11.2015,21,:02,21:02:00,31.42025,-88.22225
33505,15,315,15315,11.11.2015,0,:03,0:03:00,31.42027,-88.22173
33505,15,315,15315,11.11.2015,1,:02,1:02:00,31.42015,-88.22196
33505,15,315,15315,11.11.2015,2,:01,2:01:00,31.42005,-88.22155
33505,15,315,15315,11.11.2015,3,:00,3:00:00,31.41995,-88.22182
33505,15,315,15315,11.11.2015,4,:00,4:00:00,31.42005,-88.22187
33505,15,315,15315,11.11.2015,6,:00,6:00:00,31.41995,-88.22164
33505,15,315,15315,11.11.2015,7,:03,7:03:00,31.4192,-88.22257
33505,15,315,15315,11.11.2015,9,:03,9:03:00,31.41894,-88.22303
33505,15,315,15315,11.11.2015,11,:01,11:01:00,31.41932,-88.2213
33505,15,315,15315,11.11.2015,12,:03,12:03:00,31.41921,-88.22136
33505,15,315,15315,11.11.2015,15,:02,15:02:00,31.41938,-88.21318
33505,15,315,15315,11.11.2015,16,:01,16:01:00,31.40768,-88.22306
33505,15,315,15315,11.11.2015,17,:00,17:00:00,31.40291,-88.22516
33505,15,315,15315,11.11.2015,18,:00,18:00:00,31.40253,-88.22962
33505,15,315,15315,11.11.2015,19,:01,19:01:00,31.40174,-88.22636
33505,15,315,15315,11.11.2015,21,:01,21:01:00,31.40178,-88.2264
33505,15,315,15315,11.11.2015,23,:01,23:01:00,31.40169,-88.22637
33505,15,316,15316,12.11.2015,0,:01,0:01:00,31.40178,-88.22619
33505,15,316,15316,12.11.2015,1,:01,1:01:00,31.40178,-88.22637
33505,15,316,15316,12.11.2015,3,:01,3:01:00,31.40183,-88.22629
33505,15,316,15316,12.11.2015,5,:00,5:00:00,31.4025,-88.22985
33505,15,316,15316,12.11.2015,6,:00,6:00:00,31.40151,-88.22632
33505,15,316,15316,12.11.2015,7,:00,7:00:00,31.40168,-88.22631
33505,15,316,15316,12.11.2015,9,:03,9:03:00,31.40158,-88.22634
33505,15,316,15316,12.11.2015,11,:00,11:00:00,31.40158,-88.22632
33505,15,316,15316,12.11.2015,12,:03,12:03:00,31.4012,-88.22586
33505,15,316,15316,12.11.2015,13,:00,13:00:00,31.4012,-88.22589
33505,15,316,15316,12.11.2015,14,:00,14:00:00,31.4011,-88.22589
33505,15,316,15316,12.11.2015,15,:00,15:00:00,31.40106,-88.22597
33505,15,316,15316,12.11.2015,16,:00,16:00:00,31.39485,-88.21855
33505,15,316,15316,12.11.2015,17,:00,17:00:00,31.39198,-88.23294
33505,15,316,15316,12.11.2015,18,:01,18:01:00,31.38494,-88.24427
33505,15,316,15316,12.11.2015,19,:01,19:01:00,31.38067,-88.24502
33505,15,316,15316,12.11.2015,20,:00,20:00:00,31.3808,-88.24564
33505,15,316,15316,12.11.2015,21,:01,21:01:00,31.38166,-88.24526
33505,15,316,15316,12.11.2015,22,:00,22:00:00,31.38091,-88.24435
33505,15,316,15316,12.11.2015,23,:01,23:01:00,31.38151,-88.24414
33505,15,317,15317,13.11.2015,1,:02,1:02:00,31.38155,-88.24417
33505,15,317,15317,13.11.2015,3,:02,3:02:00,31.38172,-88.24428
33505,15,317,15317,13.11.2015,4,:00,4:00:00,31.38148,-88.24427
33505,15,317,15317,13.11.2015,4,:03,4:03:00,31.4018,-88.22643
33505,15,317,15317,13.11.2015,5,:00,5:00:00,31.38156,-88.24409
33505,15,317,15317,13.11.2015,8,:00,8:00:00,31.38366,-88.24346
33505,15,317,15317,13.11.2015,9,:00,9:00:00,31.38887,-88.2416
33505,15,317,15317,13.11.2015,10,:00,10:00:00,31.39321,-88.24108
33505,15,317,15317,13.11.2015,11,:03,11:03:00,31.39568,-88.23931
33505,15,317,15317,13.11.2015,12,:02,12:02:00,31.40048,-88.23567
33505,15,317,15317,13.11.2015,13,:00,13:00:00,31.40025,-88.23561
33505,15,317,15317,13.11.2015,14,:02,14:02:00,31.40014,-88.23561
33505,15,317,15317,13.11.2015,15,:03,15:03:00,31.39977,-88.23963
33505,15,317,15317,13.11.2015,16,:01,16:01:00,31.40057,-88.24048
33505,15,317,15317,13.11.2015,18,:01,18:01:00,31.40823,-88.26767
33505,15,317,15317,13.11.2015,19,:00,19:00:00,31.40882,-88.2674
33505,15,317,15317,13.11.2015,20,:00,20:00:00,31.40894,-88.2672
33505,15,317,15317,13.11.2015,21,:00,21:00:00,31.4087,-88.26713
33505,15,317,15317,13.11.2015,22,:00,22:00:00,31.40881,-88.26728
33505,15,317,15317,13.11.2015,23,:01,23:01:00,31.40845,-88.26776
33505,15,318,15318,14.11.2015,0,:03,0:03:00,31.40806,-88.26775
33505,15,318,15318,14.11.2015,1,:01,1:01:00,31.40882,-88.26763
33505,15,318,15318,14.11.2015,2,:00,2:00:00,31.40833,-88.26611
33505,15,318,15318,14.11.2015,3,:01,3:01:00,31.40833,-88.26582
33505,15,318,15318,14.11.2015,5,:01,5:01:00,31.4084,-88.26589
33505,15,318,15318,14.11.2015,6,:01,6:01:00,31.38156,-88.24413
33505,15,318,15318,14.11.2015,6,:03,6:03:00,31.40839,-88.26606
33505,15,318,15318,14.11.2015,7,:00,7:00:00,31.38069,-88.24404
33505,15,318,15318,14.11.2015,7,:01,7:01:00,31.40856,-88.26596
33505,15,318,15318,14.11.2015,8,:01,8:01:00,31.40835,-88.26581
33505,15,318,15318,14.11.2015,10,:01,10:01:00,31.40831,-88.26575
33505,15,318,15318,14.11.2015,11,:01,11:01:00,31.40837,-88.26587
33505,15,318,15318,14.11.2015,14,:03,14:03:00,31.40802,-88.26457
33505,15,318,15318,14.11.2015,15,:01,15:01:00,31.40932,-88.26469
33505,15,318,15318,14.11.2015,16,:00,16:00:00,31.40803,-88.26746
33505,15,318,15318,14.11.2015,17,:03,17:03:00,31.40233,-88.26478
33505,15,318,15318,14.11.2015,18,:01,18:01:00,31.39275,-88.27098
33505,15,318,15318,14.11.2015,19,:03,19:03:00,31.37772,-88.26672
33505,15,318,15318,14.11.2015,20,:01,20:01:00,31.37744,-88.26721
33505,15,318,15318,14.11.2015,21,:01,21:01:00,31.37738,-88.26733
33505,15,318,15318,14.11.2015,22,:00,22:00:00,31.3772,-88.26692
33505,15,318,15318,14.11.2015,23,:01,23:01:00,31.37702,-88.26679
33505,15,319,15319,15.11.2015,0,:01,0:01:00,31.37732,-88.26692
33505,15,319,15319,15.11.2015,3,:01,3:01:00,31.37724,-88.26693
33505,15,319,15319,15.11.2015,4,:00,4:00:00,31.37716,-88.26679
33505,15,319,15319,15.11.2015,7,:03,7:03:00,31.37945,-88.26626
33505,15,319,15319,15.11.2015,8,:01,8:01:00,31.39463,-88.26415
33505,15,319,15319,15.11.2015,9,:01,9:01:00,31.39443,-88.2642
33505,15,319,15319,15.11.2015,10,:01,10:01:00,31.39429,-88.26402
33505,15,319,15319,15.11.2015,13,:03,13:03:00,31.40947,-88.26351
33505,15,319,15319,15.11.2015,14,:01,14:01:00,31.41444,-88.26355
33505,15,319,15319,15.11.2015,15,:01,15:01:00,31.4133,-88.26329
33505,15,319,15319,15.11.2015,16,:01,16:01:00,31.40506,-88.25509
33505,15,319,15319,15.11.2015,17,:03,17:03:00,31.39962,-88.23952
33505,15,319,15319,15.11.2015,18,:00,18:00:00,31.39646,-88.23482
33505,15,319,15319,15.11.2015,19,:00,19:00:00,31.39206,-88.23262
33505,15,319,15319,15.11.2015,20,:00,20:00:00,31.38735,-88.23156
33505,15,319,15319,15.11.2015,21,:01,21:01:00,31.38933,-88.22625
33505,15,319,15319,15.11.2015,22,:00,22:00:00,31.38932,-88.22624
33505,15,319,15319,15.11.2015,23,:00,23:00:00,31.3891,-88.22592
33505,15,320,15320,16.11.2015,0,:02,0:02:00,31.38914,-88.22616
33505,15,320,15320,16.11.2015,1,:00,1:00:00,31.38919,-88.22605
33505,15,320,15320,16.11.2015,2,:00,2:00:00,31.38899,-88.2313
33505,15,320,15320,16.11.2015,3,:00,3:00:00,31.39204,-88.23236
33505,15,320,15320,16.11.2015,4,:00,4:00:00,31.39407,-88.22705
33505,15,320,15320,16.11.2015,7,:01,7:01:00,31.39411,-88.22712
33505,15,320,15320,16.11.2015,8,:01,8:01:00,31.39408,-88.2271
33505,15,320,15320,16.11.2015,9,:02,9:02:00,31.39399,-88.22711
33505,15,320,15320,16.11.2015,13,:01,13:01:00,31.39558,-88.22597
33505,15,320,15320,16.11.2015,14,:03,14:03:00,31.40456,-88.22469
33505,15,320,15320,16.11.2015,15,:03,15:03:00,31.40848,-88.2225
33505,15,320,15320,16.11.2015,16,:00,16:00:00,31.42041,-88.22412
33505,15,320,15320,16.11.2015,18,:03,18:03:00,31.42526,-88.20408
33505,15,320,15320,16.11.2015,19,:00,19:00:00,31.42263,-88.20153
33505,15,320,15320,16.11.2015,20,:00,20:00:00,31.4207,-88.19754
33505,15,320,15320,16.11.2015,21,:01,21:01:00,31.42128,-88.1892
33505,15,320,15320,16.11.2015,22,:00,22:00:00,31.42121,-88.18915
33505,15,320,15320,16.11.2015,23,:01,23:01:00,31.42135,-88.18612
33505,15,321,15321,17.11.2015,0,:02,0:02:00,31.42129,-88.18618
33505,15,321,15321,17.11.2015,1,:00,1:00:00,31.42154,-88.1887
33505,15,321,15321,17.11.2015,2,:00,2:00:00,31.42116,-88.18899
33505,15,321,15321,17.11.2015,3,:01,3:01:00,31.42231,-88.19342
33505,15,321,15321,17.11.2015,4,:01,4:01:00,31.42549,-88.19776
33505,15,321,15321,17.11.2015,6,:02,6:02:00,31.42555,-88.19789
33505,15,321,15321,17.11.2015,7,:01,7:01:00,31.42555,-88.19786
33505,15,321,15321,17.11.2015,8,:02,8:02:00,31.42571,-88.19789
33505,15,321,15321,17.11.2015,9,:01,9:01:00,31.42551,-88.19788
33505,15,321,15321,17.11.2015,10,:00,10:00:00,31.42552,-88.19788
33505,15,321,15321,17.11.2015,11,:03,11:03:00,31.42551,-88.1977
33505,15,321,15321,17.11.2015,13,:01,13:01:00,31.4255,-88.19777
33505,15,321,15321,17.11.2015,14,:04,14:04:00,31.42547,-88.19785
33505,15,321,15321,17.11.2015,15,:01,15:01:00,31.4255,-88.1978
33505,15,321,15321,17.11.2015,16,:03,16:03:00,31.42258,-88.20153
33505,15,321,15321,17.11.2015,17,:01,17:01:00,31.41875,-88.19831
33505,15,321,15321,17.11.2015,18,:02,18:02:00,31.4086,-88.20144
33505,15,321,15321,17.11.2015,19,:01,19:01:00,31.40568,-88.18563
33505,15,321,15321,17.11.2015,20,:00,20:00:00,31.41331,-88.18129
33505,15,321,15321,17.11.2015,21,:00,21:00:00,31.41341,-88.18156
33505,15,321,15321,17.11.2015,22,:00,22:00:00,31.41345,-88.1816
33505,15,321,15321,17.11.2015,23,:00,23:00:00,31.41332,-88.18128
33505,15,322,15322,18.11.2015,0,:01,0:01:00,31.41563,-88.18447
33505,15,322,15322,18.11.2015,1,:00,1:00:00,31.41533,-88.1844
33505,15,322,15322,18.11.2015,3,:01,3:01:00,31.41542,-88.18448
33505,15,322,15322,18.11.2015,4,:02,4:02:00,31.41536,-88.1843
33505,15,322,15322,18.11.2015,5,:03,5:03:00,31.41545,-88.18449
33505,15,322,15322,18.11.2015,6,:00,6:00:00,31.41568,-88.18478
33505,15,322,15322,18.11.2015,7,:03,7:03:00,31.41897,-88.18621
33505,15,322,15322,18.11.2015,8,:01,8:01:00,31.41967,-88.1864
33505,15,322,15322,18.11.2015,11,:03,11:03:00,31.41959,-88.18634
33505,15,322,15322,18.11.2015,14,:03,14:03:00,31.4196,-88.18637
33505,15,322,15322,18.11.2015,15,:03,15:03:00,31.416,-88.18437
33505,15,322,15322,18.11.2015,16,:00,16:00:00,31.4211,-88.18881
33505,15,322,15322,18.11.2015,17,:01,17:01:00,31.4208,-88.18835
33505,15,322,15322,18.11.2015,18,:01,18:01:00,31.42928,-88.18881
33505,15,322,15322,18.11.2015,19,:00,19:00:00,31.4334,-88.17372
33505,15,322,15322,18.11.2015,20,:01,20:01:00,31.43282,-88.16874
33505,15,322,15322,18.11.2015,21,:00,21:00:00,31.42955,-88.17422
33505,15,322,15322,18.11.2015,22,:00,22:00:00,31.4337,-88.17238
33505,15,323,15323,19.11.2015,0,:00,0:00:00,31.43742,-88.16477
33505,15,323,15323,19.11.2015,1,:00,1:00:00,31.44347,-88.17205
33505,15,323,15323,19.11.2015,2,:00,2:00:00,31.44359,-88.17575
33505,15,323,15323,19.11.2015,3,:00,3:00:00,31.44167,-88.17769
33505,15,323,15323,19.11.2015,4,:00,4:00:00,31.42639,-88.18719
33505,15,323,15323,19.11.2015,5,:01,5:01:00,31.42648,-88.1872
33505,15,323,15323,19.11.2015,6,:03,6:03:00,31.42641,-88.18714
33505,15,323,15323,19.11.2015,9,:02,9:02:00,31.42643,-88.18716
33505,15,323,15323,19.11.2015,10,:01,10:01:00,31.42634,-88.18712
33505,15,323,15323,19.11.2015,11,:01,11:01:00,31.42635,-88.18723
33505,15,323,15323,19.11.2015,12,:01,12:01:00,31.42649,-88.18708
33505,15,323,15323,19.11.2015,13,:01,13:01:00,31.42638,-88.18724
33505,15,323,15323,19.11.2015,14,:01,14:01:00,31.42652,-88.18708
33505,15,323,15323,19.11.2015,15,:01,15:01:00,31.42849,-88.18836
33505,15,323,15323,19.11.2015,16,:00,16:00:00,31.42697,-88.19221
33505,15,323,15323,19.11.2015,17,:00,17:00:00,31.42717,-88.19339
33505,15,323,15323,19.11.2015,18,:00,18:00:00,31.4272,-88.19323
33505,15,323,15323,19.11.2015,19,:00,19:00:00,31.4267,-88.1923
33505,15,323,15323,19.11.2015,20,:00,20:00:00,31.42708,-88.19191
33505,15,323,15323,19.11.2015,21,:01,21:01:00,31.42931,-88.19197
33505,15,323,15323,19.11.2015,22,:00,22:00:00,31.429,-88.19228
33505,15,323,15323,19.11.2015,23,:00,23:00:00,31.42112,-88.18885
33505,15,324,15324,20.11.2015,0,:01,0:01:00,31.42134,-88.19176
33505,15,324,15324,20.11.2015,1,:00,1:00:00,31.42117,-88.18952
33505,15,324,15324,20.11.2015,2,:00,2:00:00,31.42124,-88.18954
33505,15,324,15324,20.11.2015,3,:00,3:00:00,31.42108,-88.18917
33505,15,324,15324,20.11.2015,4,:00,4:00:00,31.42109,-88.18919
33505,15,324,15324,20.11.2015,5,:03,5:03:00,31.42545,-88.19765
33505,15,324,15324,20.11.2015,6,:01,6:01:00,31.42539,-88.19815
