bear,year,day,juliandate,GMT.Date,hours,minutes,GMT.Time,Latitude,Longitude
33506,16,288,16288,14.10.2016,8,:01,8:01:00,30.99677,-88.10864
33506,16,288,16288,14.10.2016,9,:00,9:00:00,30.99677,-88.10879
33506,16,288,16288,14.10.2016,10,:02,10:02:00,30.9878,-88.09662
33506,16,288,16288,14.10.2016,11,:01,11:01:00,30.98796,-88.09673
33506,16,288,16288,14.10.2016,15,:02,15:02:00,30.98785,-88.0968
33506,16,288,16288,14.10.2016,16,:01,16:01:00,30.98782,-88.09678
33506,16,288,16288,14.10.2016,17,:01,17:01:00,30.98981,-88.10395
33506,16,288,16288,14.10.2016,18,:00,18:00:00,30.99671,-88.10882
33506,16,288,16288,14.10.2016,19,:00,19:00:00,30.99682,-88.10929
33506,16,288,16288,14.10.2016,20,:01,20:01:00,30.99674,-88.10943
33506,16,288,16288,14.10.2016,21,:01,21:01:00,30.99673,-88.10943
33506,16,288,16288,14.10.2016,22,:00,22:00:00,30.99676,-88.10881
33506,16,288,16288,14.10.2016,23,:03,23:03:00,30.99328,-88.10726
33506,16,289,16289,15.10.2016,0,:00,0:00:00,30.98846,-88.10865
33506,16,289,16289,15.10.2016,1,:00,1:00:00,30.98865,-88.10748
33506,16,289,16289,15.10.2016,2,:01,2:01:00,30.99258,-88.10919
33506,16,289,16289,15.10.2016,3,:03,3:03:00,30.9953,-88.10958
33506,16,289,16289,15.10.2016,4,:01,4:01:00,30.99522,-88.10964
33506,16,289,16289,15.10.2016,5,:00,5:00:00,30.99529,-88.10962
33506,16,289,16289,15.10.2016,6,:00,6:00:00,30.99658,-88.10886
33506,16,289,16289,15.10.2016,7,:00,7:00:00,30.98952,-88.10488
33506,16,289,16289,15.10.2016,8,:01,8:01:00,30.9904,-88.09796
33506,16,289,16289,15.10.2016,9,:00,9:00:00,30.98089,-88.09113
33506,16,289,16289,15.10.2016,10,:00,10:00:00,30.98022,-88.09764
33506,16,289,16289,15.10.2016,11,:03,11:03:00,30.98328,-88.10297
33506,16,289,16289,15.10.2016,12,:01,12:01:00,30.98353,-88.10247
33506,16,289,16289,15.10.2016,13,:01,13:01:00,30.98357,-88.10266
33506,16,289,16289,15.10.2016,15,:01,15:01:00,30.98295,-88.0997
33506,16,289,16289,15.10.2016,16,:01,16:01:00,30.9761,-88.08974
33506,16,289,16289,15.10.2016,17,:03,17:03:00,30.96761,-88.09623
33506,16,289,16289,15.10.2016,18,:00,18:00:00,30.9563,-88.10456
33506,16,289,16289,15.10.2016,19,:00,19:00:00,30.95708,-88.10504
33506,16,289,16289,15.10.2016,20,:01,20:01:00,30.95592,-88.10546
33506,16,289,16289,15.10.2016,21,:00,21:00:00,30.95548,-88.10508
33506,16,289,16289,15.10.2016,22,:00,22:00:00,30.95651,-88.10364
33506,16,289,16289,15.10.2016,23,:02,23:02:00,30.95101,-88.09628
33506,16,290,16290,16.10.2016,0,:02,0:02:00,30.95685,-88.07647
33506,16,290,16290,16.10.2016,1,:00,1:00:00,30.97426,-88.07076
33506,16,290,16290,16.10.2016,2,:00,2:00:00,30.97418,-88.06697
33506,16,290,16290,16.10.2016,3,:01,3:01:00,30.97309,-88.06708
33506,16,290,16290,16.10.2016,4,:01,4:01:00,30.97298,-88.0671
33506,16,290,16290,16.10.2016,5,:01,5:01:00,30.97296,-88.0671
33506,16,290,16290,16.10.2016,6,:02,6:02:00,30.97307,-88.06708
33506,16,290,16290,16.10.2016,7,:00,7:00:00,30.97621,-88.06184
33506,16,290,16290,16.10.2016,8,:01,8:01:00,30.97597,-88.06095
33506,16,290,16290,16.10.2016,10,:03,10:03:00,30.97514,-88.06005
33506,16,290,16290,16.10.2016,11,:00,11:00:00,30.97864,-88.05546
33506,16,290,16290,16.10.2016,12,:00,12:00:00,30.97435,-88.04762
33506,16,290,16290,16.10.2016,13,:00,13:00:00,30.97439,-88.04845
33506,16,290,16290,16.10.2016,15,:01,15:01:00,30.9744,-88.0484
33506,16,290,16290,16.10.2016,16,:01,16:01:00,30.97446,-88.04842
33506,16,290,16290,16.10.2016,17,:00,17:00:00,30.97441,-88.04714
33506,16,290,16290,16.10.2016,18,:01,18:01:00,30.97442,-88.04716
33506,16,290,16290,16.10.2016,19,:02,19:02:00,30.9744,-88.04718
33506,16,290,16290,16.10.2016,20,:00,20:00:00,30.97439,-88.04715
33506,16,290,16290,16.10.2016,21,:00,21:00:00,30.97755,-88.04878
33506,16,290,16290,16.10.2016,22,:00,22:00:00,30.97427,-88.04746
33506,16,290,16290,16.10.2016,23,:00,23:00:00,30.97443,-88.04764
33506,16,291,16291,17.10.2016,0,:00,0:00:00,30.97217,-88.05001
33506,16,291,16291,17.10.2016,1,:00,1:00:00,30.97152,-88.04964
33506,16,291,16291,17.10.2016,2,:02,2:02:00,30.97313,-88.04909
33506,16,291,16291,17.10.2016,3,:00,3:00:00,30.97313,-88.0491
33506,16,291,16291,17.10.2016,4,:00,4:00:00,30.97312,-88.04907
33506,16,291,16291,17.10.2016,5,:00,5:00:00,30.97312,-88.0491
33506,16,291,16291,17.10.2016,6,:00,6:00:00,30.97315,-88.04914
33506,16,291,16291,17.10.2016,7,:00,7:00:00,30.97268,-88.04656
33506,16,291,16291,17.10.2016,8,:02,8:02:00,30.9713,-88.04232
33506,16,291,16291,17.10.2016,9,:01,9:01:00,30.96649,-88.03858
33506,16,291,16291,17.10.2016,10,:03,10:03:00,30.95378,-88.0417
33506,16,291,16291,17.10.2016,11,:03,11:03:00,30.94504,-88.04189
33506,16,291,16291,17.10.2016,12,:03,12:03:00,30.9465,-88.04314
33506,16,291,16291,17.10.2016,13,:01,13:01:00,30.94624,-88.04521
33506,16,291,16291,17.10.2016,14,:00,14:00:00,30.94364,-88.04785
33506,16,291,16291,17.10.2016,15,:03,15:03:00,30.94135,-88.05256
33506,16,291,16291,17.10.2016,16,:01,16:01:00,30.93835,-88.05674
33506,16,291,16291,17.10.2016,17,:03,17:03:00,30.93831,-88.05612
33506,16,291,16291,17.10.2016,18,:03,18:03:00,30.93083,-88.0631
33506,16,291,16291,17.10.2016,19,:01,19:01:00,30.92379,-88.06383
33506,16,291,16291,17.10.2016,20,:01,20:01:00,30.92383,-88.06388
33506,16,291,16291,17.10.2016,21,:00,21:00:00,30.92384,-88.06388
33506,16,291,16291,17.10.2016,22,:00,22:00:00,30.91876,-88.05953
33506,16,291,16291,17.10.2016,23,:00,23:00:00,30.91764,-88.04914
33506,16,292,16292,18.10.2016,0,:00,0:00:00,30.91277,-88.05043
33506,16,292,16292,18.10.2016,1,:00,1:00:00,30.90565,-88.05152
33506,16,292,16292,18.10.2016,2,:00,2:00:00,30.90187,-88.04042
33506,16,292,16292,18.10.2016,3,:00,3:00:00,30.9019,-88.04039
33506,16,292,16292,18.10.2016,4,:00,4:00:00,30.8979,-88.04196
33506,16,292,16292,18.10.2016,6,:01,6:01:00,30.89816,-88.0423
33506,16,292,16292,18.10.2016,7,:01,7:01:00,30.89805,-88.04228
33506,16,292,16292,18.10.2016,8,:01,8:01:00,30.89777,-88.04219
33506,16,292,16292,18.10.2016,9,:01,9:01:00,30.8977,-88.04213
33506,16,292,16292,18.10.2016,10,:01,10:01:00,30.89762,-88.04193
33506,16,292,16292,18.10.2016,11,:03,11:03:00,30.89759,-88.04178
33506,16,292,16292,18.10.2016,12,:00,12:00:00,30.8976,-88.04207
33506,16,292,16292,18.10.2016,13,:00,13:00:00,30.89755,-88.04203
33506,16,292,16292,18.10.2016,14,:02,14:02:00,30.89759,-88.04203
33506,16,292,16292,18.10.2016,15,:00,15:00:00,30.90441,-88.04534
33506,16,292,16292,18.10.2016,16,:00,16:00:00,30.90841,-88.05503
33506,16,292,16292,18.10.2016,17,:00,17:00:00,30.91847,-88.06269
33506,16,292,16292,18.10.2016,18,:00,18:00:00,30.92661,-88.06549
33506,16,292,16292,18.10.2016,20,:01,20:01:00,30.95088,-88.07291
33506,16,292,16292,18.10.2016,21,:00,21:00:00,30.96254,-88.07151
33506,16,292,16292,18.10.2016,22,:00,22:00:00,30.97458,-88.06731
33506,16,292,16292,18.10.2016,23,:01,23:01:00,30.97416,-88.06696
33506,16,293,16293,19.10.2016,0,:03,0:03:00,30.97288,-88.0671
33506,16,293,16293,19.10.2016,1,:01,1:01:00,30.97287,-88.06716
33506,16,293,16293,19.10.2016,2,:01,2:01:00,30.97297,-88.06701
33506,16,293,16293,19.10.2016,3,:01,3:01:00,30.97286,-88.06697
33506,16,293,16293,19.10.2016,4,:00,4:00:00,30.97291,-88.06698
33506,16,293,16293,19.10.2016,5,:00,5:00:00,30.97285,-88.06702
33506,16,293,16293,19.10.2016,6,:00,6:00:00,30.97286,-88.0671
33506,16,293,16293,19.10.2016,7,:00,7:00:00,30.97408,-88.07126
33506,16,293,16293,19.10.2016,8,:00,8:00:00,30.97458,-88.08035
33506,16,293,16293,19.10.2016,9,:00,9:00:00,30.98137,-88.09322
33506,16,293,16293,19.10.2016,10,:03,10:03:00,30.98023,-88.09304
33506,16,293,16293,19.10.2016,11,:00,11:00:00,30.98026,-88.09233
33506,16,293,16293,19.10.2016,12,:02,12:02:00,30.97972,-88.09146
33506,16,293,16293,19.10.2016,13,:00,13:00:00,30.97877,-88.09286
33506,16,293,16293,19.10.2016,14,:00,14:00:00,30.97817,-88.09297
33506,16,293,16293,19.10.2016,15,:00,15:00:00,30.97862,-88.09102
33506,16,293,16293,19.10.2016,16,:00,16:00:00,30.97791,-88.09101
33506,16,293,16293,19.10.2016,17,:01,17:01:00,30.97784,-88.09193
33506,16,293,16293,19.10.2016,18,:00,18:00:00,30.97733,-88.09493
33506,16,293,16293,19.10.2016,19,:00,19:00:00,30.98097,-88.10694
33506,16,293,16293,19.10.2016,20,:01,20:01:00,30.98695,-88.10896
33506,16,293,16293,19.10.2016,21,:00,21:00:00,30.99273,-88.10706
33506,16,293,16293,19.10.2016,22,:00,22:00:00,30.99755,-88.10921
33506,16,293,16293,19.10.2016,23,:00,23:00:00,30.99754,-88.10921
33506,16,294,16294,20.10.2016,0,:00,0:00:00,30.99773,-88.10964
33506,16,294,16294,20.10.2016,1,:01,1:01:00,30.99759,-88.10936
33506,16,294,16294,20.10.2016,2,:01,2:01:00,30.9975,-88.10936
33506,16,294,16294,20.10.2016,3,:01,3:01:00,30.99753,-88.10946
33506,16,294,16294,20.10.2016,4,:01,4:01:00,30.99735,-88.10926
33506,16,294,16294,20.10.2016,5,:00,5:00:00,30.99765,-88.10934
33506,16,294,16294,20.10.2016,6,:01,6:01:00,30.99188,-88.10494
33506,16,294,16294,20.10.2016,7,:00,7:00:00,30.98991,-88.10353
33506,16,294,16294,20.10.2016,8,:00,8:00:00,30.99024,-88.09937
33506,16,294,16294,20.10.2016,9,:03,9:03:00,30.98421,-88.0946
33506,16,294,16294,20.10.2016,10,:03,10:03:00,30.98018,-88.09326
33506,16,294,16294,20.10.2016,11,:00,11:00:00,30.97733,-88.09519
33506,16,294,16294,20.10.2016,12,:01,12:01:00,30.97625,-88.09683
33506,16,294,16294,20.10.2016,14,:00,14:00:00,30.97607,-88.09654
33506,16,294,16294,20.10.2016,15,:03,15:03:00,30.97637,-88.08724
33506,16,294,16294,20.10.2016,16,:00,16:00:00,30.97516,-88.07279
33506,16,294,16294,20.10.2016,17,:01,17:01:00,30.97428,-88.07069
33506,16,294,16294,20.10.2016,18,:00,18:00:00,30.97421,-88.06701
33506,16,294,16294,20.10.2016,19,:00,19:00:00,30.97407,-88.06702
33506,16,294,16294,20.10.2016,20,:03,20:03:00,30.97274,-88.07025
33506,16,294,16294,20.10.2016,22,:01,22:01:00,30.97269,-88.07085
33506,16,294,16294,20.10.2016,23,:00,23:00:00,30.97261,-88.0707
33506,16,295,16295,21.10.2016,0,:00,0:00:00,30.97432,-88.07078
33506,16,295,16295,21.10.2016,1,:02,1:02:00,30.97283,-88.0671
33506,16,295,16295,21.10.2016,2,:03,2:03:00,30.97445,-88.06273
33506,16,295,16295,21.10.2016,3,:00,3:00:00,30.97149,-88.06233
33506,16,295,16295,21.10.2016,4,:00,4:00:00,30.9715,-88.06223
33506,16,295,16295,21.10.2016,5,:01,5:01:00,30.97381,-88.06315
33506,16,295,16295,21.10.2016,6,:01,6:01:00,30.97377,-88.06319
33506,16,295,16295,21.10.2016,7,:01,7:01:00,30.97372,-88.06321
33506,16,295,16295,21.10.2016,8,:01,8:01:00,30.97372,-88.06319
33506,16,295,16295,21.10.2016,10,:03,10:03:00,30.9741,-88.06321
33506,16,295,16295,21.10.2016,11,:00,11:00:00,30.97428,-88.06322
33506,16,295,16295,21.10.2016,12,:03,12:03:00,30.97454,-88.06304
33506,16,295,16295,21.10.2016,14,:01,14:01:00,30.97297,-88.0614
33506,16,295,16295,21.10.2016,15,:02,15:02:00,30.97591,-88.06207
33506,16,295,16295,21.10.2016,16,:03,16:03:00,30.9763,-88.06087
33506,16,295,16295,21.10.2016,17,:00,17:00:00,30.97527,-88.05875
33506,16,295,16295,21.10.2016,18,:00,18:00:00,30.97154,-88.06235
33506,16,295,16295,21.10.2016,20,:00,20:00:00,30.97411,-88.06571
33506,16,295,16295,21.10.2016,22,:02,22:02:00,30.97258,-88.06925
33506,16,295,16295,21.10.2016,23,:01,23:01:00,30.97256,-88.06907
33506,16,296,16296,22.10.2016,4,:01,4:01:00,30.97314,-88.07012
33506,16,296,16296,22.10.2016,5,:00,5:00:00,30.97933,-88.07953
33506,16,296,16296,22.10.2016,6,:01,6:01:00,30.9863,-88.08383
33506,16,296,16296,22.10.2016,7,:01,7:01:00,30.9843,-88.09627
33506,16,296,16296,22.10.2016,8,:02,8:02:00,30.98415,-88.09681
33506,16,296,16296,22.10.2016,10,:03,10:03:00,30.98396,-88.09593
33506,16,296,16296,22.10.2016,13,:03,13:03:00,30.98396,-88.0959
33506,16,296,16296,22.10.2016,14,:00,14:00:00,30.98319,-88.10153
33506,16,296,16296,22.10.2016,15,:01,15:01:00,30.98734,-88.10699
33506,16,296,16296,22.10.2016,16,:02,16:02:00,30.98889,-88.10762
33506,16,296,16296,22.10.2016,17,:01,17:01:00,30.98493,-88.09885
33506,16,296,16296,22.10.2016,18,:00,18:00:00,30.98209,-88.09499
33506,16,296,16296,22.10.2016,19,:00,19:00:00,30.97147,-88.06233
33506,16,296,16296,22.10.2016,20,:01,20:01:00,30.9801,-88.09593
33506,16,296,16296,22.10.2016,21,:01,21:01:00,30.98682,-88.10909
33506,16,296,16296,22.10.2016,22,:00,22:00:00,30.98696,-88.10913
33506,16,296,16296,22.10.2016,23,:02,23:02:00,30.98303,-88.10386
33506,16,297,16297,23.10.2016,0,:00,0:00:00,30.98303,-88.10363
33506,16,297,16297,23.10.2016,1,:00,1:00:00,30.9831,-88.10374
33506,16,297,16297,23.10.2016,2,:00,2:00:00,30.98316,-88.10372
33506,16,297,16297,23.10.2016,3,:00,3:00:00,30.98315,-88.10379
33506,16,297,16297,23.10.2016,4,:00,4:00:00,30.98314,-88.10371
33506,16,297,16297,23.10.2016,5,:00,5:00:00,30.98306,-88.10375
33506,16,297,16297,23.10.2016,6,:00,6:00:00,30.98237,-88.10314
33506,16,297,16297,23.10.2016,7,:00,7:00:00,30.97105,-88.10007
33506,16,297,16297,23.10.2016,8,:03,8:03:00,30.96877,-88.09471
33506,16,297,16297,23.10.2016,9,:03,9:03:00,30.95933,-88.10342
33506,16,297,16297,23.10.2016,10,:03,10:03:00,30.95931,-88.10409
33506,16,297,16297,23.10.2016,13,:01,13:01:00,30.96262,-88.09748
33506,16,297,16297,23.10.2016,14,:01,14:01:00,30.96257,-88.09755
33506,16,297,16297,23.10.2016,15,:01,15:01:00,30.96054,-88.09741
33506,16,297,16297,23.10.2016,16,:00,16:00:00,30.95041,-88.09304
33506,16,297,16297,23.10.2016,17,:03,17:03:00,30.94301,-88.08146
33506,16,297,16297,23.10.2016,18,:03,18:03:00,30.9497,-88.06539
33506,16,297,16297,23.10.2016,19,:00,19:00:00,30.95668,-88.06474
33506,16,297,16297,23.10.2016,20,:00,20:00:00,30.95633,-88.06578
33506,16,297,16297,23.10.2016,21,:00,21:00:00,30.95642,-88.06571
33506,16,297,16297,23.10.2016,22,:00,22:00:00,30.95642,-88.06568
33506,16,298,16298,24.10.2016,0,:01,0:01:00,30.95642,-88.0657
33506,16,298,16298,24.10.2016,2,:02,2:02:00,30.95632,-88.06563
33506,16,298,16298,24.10.2016,4,:01,4:01:00,30.95635,-88.06575
33506,16,298,16298,24.10.2016,5,:00,5:00:00,30.95631,-88.06565
33506,16,298,16298,24.10.2016,6,:00,6:00:00,30.95632,-88.06588
33506,16,298,16298,24.10.2016,7,:01,7:01:00,30.95635,-88.06577
33506,16,298,16298,24.10.2016,8,:01,8:01:00,30.95667,-88.0661
33506,16,298,16298,24.10.2016,9,:02,9:02:00,30.95678,-88.06604
33506,16,298,16298,24.10.2016,10,:01,10:01:00,30.95664,-88.06609
33506,16,298,16298,24.10.2016,11,:00,11:00:00,30.9567,-88.06616
33506,16,298,16298,24.10.2016,12,:01,12:01:00,30.9566,-88.06613
33506,16,298,16298,24.10.2016,13,:01,13:01:00,30.95663,-88.0662
33506,16,298,16298,24.10.2016,14,:00,14:00:00,30.95629,-88.06616
33506,16,298,16298,24.10.2016,15,:00,15:00:00,30.95674,-88.06618
33506,16,298,16298,24.10.2016,16,:00,16:00:00,30.95696,-88.06442
33506,16,298,16298,24.10.2016,17,:02,17:02:00,30.95638,-88.06573
33506,16,298,16298,24.10.2016,18,:02,18:02:00,30.95616,-88.06597
33506,16,298,16298,24.10.2016,19,:03,19:03:00,30.95615,-88.06596
33506,16,298,16298,24.10.2016,22,:01,22:01:00,30.95694,-88.06475
33506,16,298,16298,24.10.2016,23,:00,23:00:00,30.95697,-88.06449
33506,16,299,16299,25.10.2016,0,:03,0:03:00,30.95798,-88.05357
33506,16,299,16299,25.10.2016,3,:01,3:01:00,30.95634,-88.06571
33506,16,299,16299,25.10.2016,3,:02,3:02:00,30.95885,-88.04903
33506,16,299,16299,25.10.2016,4,:01,4:01:00,30.95891,-88.04907
33506,16,299,16299,25.10.2016,8,:02,8:02:00,30.95955,-88.05596
33506,16,299,16299,25.10.2016,9,:03,9:03:00,30.95955,-88.05596
33506,16,299,16299,25.10.2016,10,:03,10:03:00,30.95965,-88.05604
33506,16,299,16299,25.10.2016,11,:03,11:03:00,30.95956,-88.05599
33506,16,299,16299,25.10.2016,12,:01,12:01:00,30.95956,-88.05605
33506,16,299,16299,25.10.2016,13,:03,13:03:00,30.95949,-88.05603
33506,16,299,16299,25.10.2016,14,:00,14:00:00,30.95946,-88.05613
33506,16,299,16299,25.10.2016,16,:02,16:02:00,30.95959,-88.05593
33506,16,299,16299,25.10.2016,17,:02,17:02:00,30.95791,-88.05493
33506,16,299,16299,25.10.2016,18,:00,18:00:00,30.95674,-88.06343
33506,16,299,16299,25.10.2016,19,:00,19:00:00,30.95638,-88.06567
33506,16,299,16299,25.10.2016,20,:03,20:03:00,30.95629,-88.06588
33506,16,299,16299,25.10.2016,21,:01,21:01:00,30.95641,-88.06568
33506,16,299,16299,25.10.2016,22,:00,22:00:00,30.95711,-88.06451
33506,16,299,16299,25.10.2016,23,:00,23:00:00,30.95696,-88.06451
33506,16,300,16300,26.10.2016,0,:03,0:03:00,30.96885,-88.06204
33506,16,300,16300,26.10.2016,1,:00,1:00:00,30.97144,-88.06226
33506,16,300,16300,26.10.2016,2,:00,2:00:00,30.97224,-88.06184
33506,16,300,16300,26.10.2016,3,:01,3:01:00,30.97399,-88.06324
33506,16,300,16300,26.10.2016,5,:00,5:00:00,30.9584,-88.0501
33506,16,300,16300,26.10.2016,6,:02,6:02:00,30.95833,-88.04985
33506,16,300,16300,26.10.2016,7,:01,7:01:00,30.95862,-88.05001
33506,16,300,16300,26.10.2016,16,:03,16:03:00,30.97057,-88.07803
33506,16,300,16300,26.10.2016,17,:01,17:01:00,30.97274,-88.07798
33506,16,300,16300,26.10.2016,18,:01,18:01:00,30.97387,-88.08444
33506,16,300,16300,26.10.2016,19,:00,19:00:00,30.97023,-88.09188
33506,16,300,16300,26.10.2016,20,:00,20:00:00,30.9716,-88.10233
33506,16,300,16300,26.10.2016,21,:01,21:01:00,30.98845,-88.10875
33506,16,300,16300,26.10.2016,22,:00,22:00:00,30.98733,-88.1089
33506,16,300,16300,26.10.2016,23,:00,23:00:00,30.98734,-88.10914
33506,16,301,16301,27.10.2016,0,:00,0:00:00,30.98682,-88.109
33506,16,301,16301,27.10.2016,1,:02,1:02:00,30.98565,-88.10587
33506,16,301,16301,27.10.2016,2,:00,2:00:00,30.98564,-88.10585
33506,16,301,16301,27.10.2016,3,:00,3:00:00,30.9854,-88.10672
33506,16,301,16301,27.10.2016,4,:00,4:00:00,30.98666,-88.10662
33506,16,301,16301,27.10.2016,5,:00,5:00:00,30.98715,-88.10889
33506,16,301,16301,27.10.2016,8,:03,8:03:00,30.99453,-88.07682
33506,16,301,16301,27.10.2016,11,:03,11:03:00,30.97053,-88.07789
33506,16,301,16301,27.10.2016,17,:03,17:03:00,30.97513,-88.08129
33506,16,301,16301,27.10.2016,18,:00,18:00:00,30.97445,-88.07054
33506,16,301,16301,27.10.2016,19,:02,19:02:00,30.97286,-88.06375
33506,16,301,16301,27.10.2016,20,:00,20:00:00,30.97159,-88.06243
33506,16,301,16301,27.10.2016,21,:00,21:00:00,30.97153,-88.06254
33506,16,301,16301,27.10.2016,22,:01,22:01:00,30.97192,-88.06215
33506,16,302,16302,28.10.2016,1,:01,1:01:00,30.97148,-88.06225
33506,16,302,16302,28.10.2016,2,:00,2:00:00,30.97061,-88.06156
33506,16,302,16302,28.10.2016,3,:00,3:00:00,30.97097,-88.05345
33506,16,302,16302,28.10.2016,4,:00,4:00:00,30.97213,-88.05003
33506,16,302,16302,28.10.2016,5,:00,5:00:00,30.97594,-88.04167
33506,16,302,16302,28.10.2016,6,:00,6:00:00,30.9673,-88.04017
33506,16,302,16302,28.10.2016,7,:02,7:02:00,30.94902,-88.0419
33506,16,302,16302,28.10.2016,8,:03,8:03:00,30.94479,-88.05053
33506,16,302,16302,28.10.2016,9,:02,9:02:00,30.9395,-88.05486
33506,16,302,16302,28.10.2016,10,:02,10:02:00,30.93943,-88.05486
33506,16,302,16302,28.10.2016,11,:01,11:01:00,30.93944,-88.05487
33506,16,302,16302,28.10.2016,13,:02,13:02:00,30.93942,-88.05485
33506,16,302,16302,28.10.2016,14,:00,14:00:00,30.9395,-88.0549
33506,16,302,16302,28.10.2016,17,:03,17:03:00,30.93858,-88.05549
33506,16,302,16302,28.10.2016,18,:03,18:03:00,30.9363,-88.05838
33506,16,302,16302,28.10.2016,19,:00,19:00:00,30.94669,-88.05397
33506,16,302,16302,28.10.2016,20,:00,20:00:00,30.95696,-88.06446
33506,16,302,16302,28.10.2016,21,:02,21:02:00,30.95624,-88.06591
33506,16,302,16302,28.10.2016,22,:00,22:00:00,30.95624,-88.06805
33506,16,302,16302,28.10.2016,23,:00,23:00:00,30.95678,-88.06982
33506,16,303,16303,29.10.2016,0,:00,0:00:00,30.95787,-88.06908
33506,16,303,16303,29.10.2016,1,:00,1:00:00,30.9564,-88.06794
33506,16,303,16303,29.10.2016,3,:02,3:02:00,30.95471,-88.06726
33506,16,303,16303,29.10.2016,4,:00,4:00:00,30.95804,-88.06838
33506,16,303,16303,29.10.2016,5,:00,5:00:00,30.9561,-88.06777
33506,16,303,16303,29.10.2016,6,:02,6:02:00,30.95565,-88.06536
33506,16,303,16303,29.10.2016,7,:01,7:01:00,30.95569,-88.06539
33506,16,303,16303,29.10.2016,8,:00,8:00:00,30.95622,-88.06812
33506,16,303,16303,29.10.2016,9,:01,9:01:00,30.95064,-88.06991
33506,16,303,16303,29.10.2016,10,:02,10:02:00,30.95187,-88.06968
33506,16,303,16303,29.10.2016,12,:01,12:01:00,30.9519,-88.06974
33506,16,303,16303,29.10.2016,13,:03,13:03:00,30.95193,-88.0697
33506,16,303,16303,29.10.2016,15,:01,15:01:00,30.95198,-88.06975
33506,16,303,16303,29.10.2016,16,:01,16:01:00,30.95195,-88.06982
33506,16,303,16303,29.10.2016,17,:03,17:03:00,30.95196,-88.06973
33506,16,303,16303,29.10.2016,18,:00,18:00:00,30.95549,-88.06943
33506,16,303,16303,29.10.2016,19,:00,19:00:00,30.95804,-88.06844
33506,16,303,16303,29.10.2016,20,:00,20:00:00,30.95809,-88.06848
33506,16,303,16303,29.10.2016,21,:00,21:00:00,30.95178,-88.07572
33506,16,303,16303,29.10.2016,22,:00,22:00:00,30.94616,-88.08422
33506,16,303,16303,29.10.2016,23,:00,23:00:00,30.92875,-88.09055
33506,16,304,16304,30.10.2016,0,:00,0:00:00,30.91531,-88.07263
33506,16,304,16304,30.10.2016,1,:00,1:00:00,30.91577,-88.0721
33506,16,304,16304,30.10.2016,2,:00,2:00:00,30.91453,-88.06031
33506,16,304,16304,30.10.2016,3,:00,3:00:00,30.92506,-88.05414
33506,16,304,16304,30.10.2016,4,:00,4:00:00,30.92944,-88.05363
33506,16,304,16304,30.10.2016,5,:00,5:00:00,30.92978,-88.0556
33506,16,304,16304,30.10.2016,9,:03,9:03:00,30.92959,-88.05583
33506,16,304,16304,30.10.2016,10,:03,10:03:00,30.92966,-88.05605
33506,16,304,16304,30.10.2016,13,:02,13:02:00,30.92966,-88.05608
33506,16,304,16304,30.10.2016,16,:01,16:01:00,30.9296,-88.05601
33506,16,304,16304,30.10.2016,17,:00,17:00:00,30.93008,-88.05492
33506,16,304,16304,30.10.2016,18,:00,18:00:00,30.92937,-88.05384
33506,16,304,16304,30.10.2016,19,:01,19:01:00,30.92915,-88.05416
33506,16,304,16304,30.10.2016,20,:00,20:00:00,30.92924,-88.05418
33506,16,304,16304,30.10.2016,22,:02,22:02:00,30.93041,-88.05358
33506,16,304,16304,30.10.2016,23,:00,23:00:00,30.93101,-88.04135
33506,16,305,16305,31.10.2016,0,:00,0:00:00,30.93552,-88.03826
33506,16,305,16305,31.10.2016,1,:01,1:01:00,30.93647,-88.03651
33506,16,305,16305,31.10.2016,2,:00,2:00:00,30.93689,-88.03633
33506,16,305,16305,31.10.2016,3,:01,3:01:00,30.94603,-88.03563
33506,16,305,16305,31.10.2016,4,:00,4:00:00,30.9495,-88.05297
33506,16,305,16305,31.10.2016,5,:03,5:03:00,30.94669,-88.0602
33506,16,305,16305,31.10.2016,6,:02,6:02:00,30.95771,-88.06841
33506,16,305,16305,31.10.2016,8,:01,8:01:00,30.95505,-88.06467
33506,16,305,16305,31.10.2016,9,:01,9:01:00,30.95496,-88.06464
33506,16,305,16305,31.10.2016,10,:03,10:03:00,30.95508,-88.06452
33506,16,305,16305,31.10.2016,11,:01,11:01:00,30.95507,-88.06467
33506,16,305,16305,31.10.2016,12,:01,12:01:00,30.95506,-88.06472
33506,16,305,16305,31.10.2016,13,:01,13:01:00,30.95508,-88.0649
33506,16,305,16305,31.10.2016,18,:02,18:02:00,30.95776,-88.06897
33506,16,305,16305,31.10.2016,19,:00,19:00:00,30.95804,-88.06847
33506,16,305,16305,31.10.2016,21,:01,21:01:00,30.95829,-88.06982
33506,16,305,16305,31.10.2016,22,:02,22:02:00,30.9692,-88.07329
33506,16,305,16305,31.10.2016,23,:00,23:00:00,30.9743,-88.06715
33506,16,306,16306,11.01.2016,0,:01,0:01:00,30.97169,-88.06244
33506,16,306,16306,11.01.2016,1,:01,1:01:00,30.97149,-88.06232
33506,16,306,16306,11.01.2016,2,:00,2:00:00,30.97151,-88.06225
33506,16,306,16306,11.01.2016,3,:02,3:02:00,30.97224,-88.06542
33506,16,306,16306,11.01.2016,5,:01,5:01:00,30.97226,-88.06723
33506,16,306,16306,11.01.2016,6,:02,6:02:00,30.97222,-88.06709
