bear,year,juliandate,juliandate,GMT.Date,hour,minute,GMT.Time,Latitude,Longitude
33491,16,329,16329,24.11.2016,20,:00,20:00:00,30.89333,-88.10741
33491,16,329,16329,24.11.2016,21,:00,21:00:00,30.90487,-88.1008
33491,16,329,16329,24.11.2016,22,:00,22:00:00,30.90491,-88.10083
33491,16,329,16329,24.11.2016,23,:03,23:03:00,30.90426,-88.09308
33491,16,330,16330,25.11.2016,0,:01,0:01:00,30.90394,-88.09304
33491,16,330,16330,25.11.2016,1,:00,1:00:00,30.90384,-88.09294
33491,16,330,16330,25.11.2016,2,:00,2:00:00,30.90414,-88.09349
33491,16,330,16330,25.11.2016,3,:01,3:01:00,30.904,-88.09294
33491,16,330,16330,25.11.2016,4,:00,4:00:00,30.90394,-88.09287
33491,16,330,16330,25.11.2016,5,:00,5:00:00,30.90391,-88.0929
33491,16,330,16330,25.11.2016,6,:00,6:00:00,30.9042,-88.09304
33491,16,330,16330,25.11.2016,7,:00,7:00:00,30.90456,-88.09304
33491,16,330,16330,25.11.2016,8,:00,8:00:00,30.90217,-88.09385
33491,16,330,16330,25.11.2016,9,:00,9:00:00,30.90187,-88.09397
33491,16,330,16330,25.11.2016,10,:03,10:03:00,30.90176,-88.09403
33491,16,330,16330,25.11.2016,11,:01,11:01:00,30.90179,-88.09407
33491,16,330,16330,25.11.2016,12,:00,12:00:00,30.90012,-88.09352
33491,16,330,16330,25.11.2016,13,:00,13:00:00,30.90021,-88.09365
33491,16,330,16330,25.11.2016,14,:01,14:01:00,30.89953,-88.09255
33491,16,330,16330,25.11.2016,15,:01,15:01:00,30.89995,-88.08878
33491,16,330,16330,25.11.2016,16,:01,16:01:00,30.8975,-88.10032
33491,16,330,16330,25.11.2016,17,:00,17:00:00,30.90019,-88.1096
33491,16,330,16330,25.11.2016,18,:00,18:00:00,30.90006,-88.10955
33491,16,330,16330,25.11.2016,19,:00,19:00:00,30.901,-88.11193
33491,16,330,16330,25.11.2016,20,:00,20:00:00,30.8981,-88.11419
33491,16,330,16330,25.11.2016,21,:00,21:00:00,30.89521,-88.10488
33491,16,330,16330,25.11.2016,22,:00,22:00:00,30.89809,-88.10229
33491,16,330,16330,25.11.2016,23,:00,23:00:00,30.89803,-88.1025
33491,16,331,16331,26.11.2016,0,:00,0:00:00,30.89702,-88.10485
33491,16,331,16331,26.11.2016,1,:00,1:00:00,30.89714,-88.10454
33491,16,331,16331,26.11.2016,2,:00,2:00:00,30.89691,-88.10482
33491,16,331,16331,26.11.2016,3,:00,3:00:00,30.89695,-88.10491
33491,16,331,16331,26.11.2016,4,:00,4:00:00,30.89626,-88.10498
33491,16,331,16331,26.11.2016,5,:00,5:00:00,30.89797,-88.10227
33491,16,331,16331,26.11.2016,6,:01,6:01:00,30.89827,-88.10223
33491,16,331,16331,26.11.2016,7,:01,7:01:00,30.89735,-88.10037
33491,16,331,16331,26.11.2016,8,:00,8:00:00,30.89737,-88.10023
33491,16,331,16331,26.11.2016,9,:00,9:00:00,30.89762,-88.10039
33491,16,331,16331,26.11.2016,10,:01,10:01:00,30.89683,-88.09979
33491,16,331,16331,26.11.2016,11,:00,11:00:00,30.89759,-88.10044
33491,16,331,16331,26.11.2016,12,:01,12:01:00,30.89678,-88.10034
33491,16,331,16331,26.11.2016,13,:03,13:03:00,30.89827,-88.10472
33491,16,331,16331,26.11.2016,14,:01,14:01:00,30.90007,-88.10946
33491,16,331,16331,26.11.2016,15,:03,15:03:00,30.90024,-88.11004
33491,16,331,16331,26.11.2016,16,:00,16:00:00,30.90124,-88.11202
33491,16,331,16331,26.11.2016,17,:02,17:02:00,30.89773,-88.10884
33491,16,331,16331,26.11.2016,18,:02,18:02:00,30.89492,-88.10002
33491,16,331,16331,26.11.2016,19,:00,19:00:00,30.89744,-88.09246
33491,16,331,16331,26.11.2016,20,:01,20:01:00,30.89337,-88.08428
33491,16,331,16331,26.11.2016,21,:00,21:00:00,30.8934,-88.08436
33491,16,331,16331,26.11.2016,22,:00,22:00:00,30.89426,-88.0815
33491,16,331,16331,26.11.2016,23,:01,23:01:00,30.89817,-88.07449
33491,16,332,16332,27.11.2016,0,:00,0:00:00,30.90482,-88.07138
33491,16,332,16332,27.11.2016,1,:00,1:00:00,30.90464,-88.0667
33491,16,332,16332,27.11.2016,2,:00,2:00:00,30.90553,-88.06703
33491,16,332,16332,27.11.2016,3,:00,3:00:00,30.90561,-88.06713
33491,16,332,16332,27.11.2016,4,:00,4:00:00,30.90561,-88.06697
33491,16,332,16332,27.11.2016,6,:01,6:01:00,30.90559,-88.06713
33491,16,332,16332,27.11.2016,7,:00,7:00:00,30.90557,-88.06713
33491,16,332,16332,27.11.2016,8,:00,8:00:00,30.90567,-88.06704
33491,16,332,16332,27.11.2016,9,:01,9:01:00,30.90566,-88.0671
33491,16,332,16332,27.11.2016,10,:00,10:00:00,30.90533,-88.06731
33491,16,332,16332,27.11.2016,11,:00,11:00:00,30.90527,-88.06727
33491,16,332,16332,27.11.2016,12,:00,12:00:00,30.90565,-88.0671
33491,16,332,16332,27.11.2016,13,:00,13:00:00,30.90542,-88.06731
33491,16,332,16332,27.11.2016,14,:00,14:00:00,30.90551,-88.0671
33491,16,332,16332,27.11.2016,15,:00,15:00:00,30.9063,-88.06731
33491,16,332,16332,27.11.2016,16,:01,16:01:00,30.90693,-88.06607
33491,16,332,16332,27.11.2016,17,:00,17:00:00,30.90669,-88.0658
33491,16,332,16332,27.11.2016,18,:00,18:00:00,30.90662,-88.06584
33491,16,332,16332,27.11.2016,19,:00,19:00:00,30.90627,-88.06521
33491,16,332,16332,27.11.2016,20,:00,20:00:00,30.90587,-88.06481
33491,16,332,16332,27.11.2016,21,:00,21:00:00,30.9059,-88.06499
33491,16,332,16332,27.11.2016,22,:00,22:00:00,30.90665,-88.06688
33491,16,332,16332,27.11.2016,23,:03,23:03:00,30.90657,-88.06674
33491,16,333,16333,28.11.2016,0,:00,0:00:00,30.90528,-88.0661
33491,16,333,16333,28.11.2016,1,:01,1:01:00,30.90439,-88.06636
33491,16,333,16333,28.11.2016,2,:01,2:01:00,30.90541,-88.06717
33491,16,333,16333,28.11.2016,3,:00,3:00:00,30.90538,-88.06721
33491,16,333,16333,28.11.2016,4,:00,4:00:00,30.90545,-88.06721
33491,16,333,16333,28.11.2016,5,:02,5:02:00,30.90537,-88.0672
33491,16,333,16333,28.11.2016,6,:01,6:01:00,30.90539,-88.06726
33491,16,333,16333,28.11.2016,7,:00,7:00:00,30.90601,-88.0671
33491,16,333,16333,28.11.2016,8,:00,8:00:00,30.90628,-88.06682
33491,16,333,16333,28.11.2016,9,:01,9:01:00,30.90664,-88.0658
33491,16,333,16333,28.11.2016,10,:00,10:00:00,30.90497,-88.07208
33491,16,333,16333,28.11.2016,11,:03,11:03:00,30.90693,-88.08673
33491,16,333,16333,28.11.2016,12,:01,12:01:00,30.90118,-88.09227
33491,16,333,16333,28.11.2016,14,:00,14:00:00,30.9015,-88.09216
33491,16,333,16333,28.11.2016,15,:02,15:02:00,30.90455,-88.09273
33491,16,333,16333,28.11.2016,16,:00,16:00:00,30.90455,-88.09611
33491,16,333,16333,28.11.2016,17,:00,17:00:00,30.90113,-88.11067
33491,16,333,16333,28.11.2016,18,:01,18:01:00,30.90095,-88.1119
33491,16,333,16333,28.11.2016,19,:00,19:00:00,30.89777,-88.11447
33491,16,333,16333,28.11.2016,20,:00,20:00:00,30.89525,-88.10585
33491,16,333,16333,28.11.2016,21,:00,21:00:00,30.89589,-88.10533
33491,16,333,16333,28.11.2016,22,:00,22:00:00,30.89706,-88.10287
33491,16,333,16333,28.11.2016,23,:00,23:00:00,30.89923,-88.0987
33491,16,334,16334,29.11.2016,0,:01,0:01:00,30.89921,-88.0984
33491,16,334,16334,29.11.2016,1,:00,1:00:00,30.90494,-88.09312
33491,16,334,16334,29.11.2016,2,:00,2:00:00,30.90379,-88.093
33491,16,334,16334,29.11.2016,3,:00,3:00:00,30.90374,-88.09344
33491,16,334,16334,29.11.2016,4,:01,4:01:00,30.90364,-88.09349
33491,16,334,16334,29.11.2016,5,:00,5:00:00,30.90381,-88.09342
33491,16,334,16334,29.11.2016,7,:01,7:01:00,30.9034,-88.09372
33491,16,334,16334,29.11.2016,8,:01,8:01:00,30.90349,-88.09372
33491,16,334,16334,29.11.2016,9,:00,9:00:00,30.90348,-88.09365
33491,16,334,16334,29.11.2016,10,:03,10:03:00,30.90356,-88.09368
33491,16,334,16334,29.11.2016,11,:01,11:01:00,30.90349,-88.09364
33491,16,334,16334,29.11.2016,12,:00,12:00:00,30.90328,-88.09354
33491,16,334,16334,29.11.2016,13,:01,13:01:00,30.90126,-88.09231
33491,16,334,16334,29.11.2016,13,:03,13:03:00,30.90259,-88.09384
33491,16,334,16334,29.11.2016,14,:00,14:00:00,30.89999,-88.09354
33491,16,334,16334,29.11.2016,15,:01,15:01:00,30.90021,-88.09213
33491,16,334,16334,29.11.2016,16,:00,16:00:00,30.90021,-88.08818
33491,16,334,16334,29.11.2016,17,:01,17:01:00,30.90023,-88.08822
33491,16,334,16334,29.11.2016,18,:01,18:01:00,30.90118,-88.08908
33491,16,334,16334,29.11.2016,19,:00,19:00:00,30.90106,-88.08882
33491,16,334,16334,29.11.2016,20,:00,20:00:00,30.90004,-88.08816
33491,16,334,16334,29.11.2016,21,:01,21:01:00,30.90021,-88.08807
33491,16,334,16334,29.11.2016,22,:00,22:00:00,30.9006,-88.08757
33491,16,334,16334,29.11.2016,23,:00,23:00:00,30.90058,-88.08737
33491,16,335,16335,30.11.2016,0,:01,0:01:00,30.90019,-88.08813
33491,16,335,16335,30.11.2016,1,:00,1:00:00,30.90182,-88.08818
33491,16,335,16335,30.11.2016,2,:00,2:00:00,30.90086,-88.08636
33491,16,335,16335,30.11.2016,3,:01,3:01:00,30.9011,-88.08629
33491,16,335,16335,30.11.2016,4,:02,4:02:00,30.90106,-88.08628
33491,16,335,16335,30.11.2016,5,:02,5:02:00,30.90102,-88.08643
33491,16,335,16335,30.11.2016,6,:00,6:00:00,30.90115,-88.0864
33491,16,335,16335,30.11.2016,7,:00,7:00:00,30.90136,-88.09012
33491,16,335,16335,30.11.2016,8,:01,8:01:00,30.90239,-88.09429
33491,16,335,16335,30.11.2016,9,:00,9:00:00,30.90233,-88.09428
33491,16,335,16335,30.11.2016,10,:02,10:02:00,30.90232,-88.09437
33491,16,335,16335,30.11.2016,12,:01,12:01:00,30.90236,-88.09439
33491,16,335,16335,30.11.2016,13,:01,13:01:00,30.90411,-88.0928
33491,16,335,16335,30.11.2016,14,:00,14:00:00,30.89954,-88.09275
33491,16,335,16335,30.11.2016,15,:01,15:01:00,30.9004,-88.08784
33491,16,335,16335,30.11.2016,16,:00,16:00:00,30.90027,-88.08187
33491,16,335,16335,30.11.2016,17,:01,17:01:00,30.90427,-88.07225
33491,16,335,16335,30.11.2016,18,:00,18:00:00,30.90557,-88.07144
33491,16,335,16335,30.11.2016,19,:00,19:00:00,30.90493,-88.06773
33491,16,335,16335,30.11.2016,20,:00,20:00:00,30.90574,-88.0671
33491,16,335,16335,30.11.2016,21,:01,21:01:00,30.90664,-88.06716
33491,16,335,16335,30.11.2016,22,:01,22:01:00,30.90658,-88.06578
33491,16,335,16335,30.11.2016,23,:00,23:00:00,30.90672,-88.06578
33491,16,336,16336,01.12.2016,0,:01,0:01:00,30.90621,-88.06682
33491,16,336,16336,01.12.2016,1,:00,1:00:00,30.90664,-88.0658
33491,16,336,16336,01.12.2016,2,:00,2:00:00,30.90608,-88.06494
33491,16,336,16336,01.12.2016,3,:02,3:02:00,30.9035,-88.0741
33491,16,336,16336,01.12.2016,4,:01,4:01:00,30.90346,-88.0741
33491,16,336,16336,01.12.2016,6,:02,6:02:00,30.90344,-88.07405
33491,16,336,16336,01.12.2016,8,:03,8:03:00,30.90356,-88.07403
33491,16,336,16336,01.12.2016,9,:00,9:00:00,30.90351,-88.07408
33491,16,336,16336,01.12.2016,11,:01,11:01:00,30.90342,-88.07402
33491,16,336,16336,01.12.2016,12,:00,12:00:00,30.90379,-88.0722
33491,16,336,16336,01.12.2016,13,:00,13:00:00,30.90451,-88.07263
33491,16,336,16336,01.12.2016,14,:00,14:00:00,30.90393,-88.07225
33491,16,336,16336,01.12.2016,15,:00,15:00:00,30.90438,-88.07217
33491,16,336,16336,01.12.2016,16,:00,16:00:00,30.90565,-88.06812
33491,16,336,16336,01.12.2016,17,:01,17:01:00,30.90682,-88.06623
33491,16,336,16336,01.12.2016,18,:01,18:01:00,30.90662,-88.06584
33491,16,336,16336,01.12.2016,19,:00,19:00:00,30.90668,-88.06574
33491,16,336,16336,01.12.2016,21,:01,21:01:00,30.90763,-88.06594
33491,16,336,16336,01.12.2016,22,:00,22:00:00,30.90768,-88.06567
33491,16,336,16336,01.12.2016,23,:00,23:00:00,30.90762,-88.06569
33491,16,337,16337,02.12.2016,0,:00,0:00:00,30.90762,-88.06571
33491,16,337,16337,02.12.2016,1,:00,1:00:00,30.90655,-88.06685
33491,16,337,16337,02.12.2016,2,:01,2:01:00,30.90592,-88.06491
33491,16,337,16337,02.12.2016,3,:02,3:02:00,30.90425,-88.07419
33491,16,337,16337,02.12.2016,4,:01,4:01:00,30.90249,-88.08882
33491,16,337,16337,02.12.2016,5,:01,5:01:00,30.90234,-88.09387
33491,16,337,16337,02.12.2016,8,:01,8:01:00,30.90231,-88.09391
33491,16,337,16337,02.12.2016,9,:00,9:00:00,30.90252,-88.09421
33491,16,337,16337,02.12.2016,10,:01,10:01:00,30.90228,-88.09407
33491,16,337,16337,02.12.2016,12,:01,12:01:00,30.90169,-88.09774
33491,16,337,16337,02.12.2016,13,:01,13:01:00,30.89813,-88.10492
33491,16,337,16337,02.12.2016,14,:01,14:01:00,30.90085,-88.11154
33491,16,337,16337,02.12.2016,15,:00,15:00:00,30.90103,-88.11192
33491,16,337,16337,02.12.2016,16,:00,16:00:00,30.90131,-88.1145
33491,16,337,16337,02.12.2016,17,:01,17:01:00,30.89738,-88.10865
33491,16,337,16337,02.12.2016,18,:00,18:00:00,30.89494,-88.09983
33491,16,337,16337,02.12.2016,19,:00,19:00:00,30.89343,-88.09603
33491,16,337,16337,02.12.2016,20,:00,20:00:00,30.90695,-88.06706
33491,16,337,16337,02.12.2016,21,:03,21:03:00,30.89802,-88.07507
33491,16,337,16337,02.12.2016,22,:01,22:01:00,30.90385,-88.07257
33491,16,337,16337,02.12.2016,23,:00,23:00:00,30.90481,-88.07145
33491,16,338,16338,03.12.2016,0,:02,0:02:00,30.90691,-88.06639
33491,16,338,16338,03.12.2016,1,:00,1:00:00,30.90664,-88.06586
33491,16,338,16338,03.12.2016,2,:00,2:00:00,30.90676,-88.06577
33491,16,338,16338,03.12.2016,3,:00,3:00:00,30.90465,-88.0718
33491,16,338,16338,03.12.2016,4,:00,4:00:00,30.90369,-88.07395
33491,16,338,16338,03.12.2016,6,:01,6:01:00,30.9037,-88.074
33491,16,338,16338,03.12.2016,7,:01,7:01:00,30.90369,-88.074
33491,16,338,16338,03.12.2016,8,:01,8:01:00,30.90373,-88.07392
33491,16,338,16338,03.12.2016,10,:01,10:01:00,30.90371,-88.07353
33491,16,338,16338,03.12.2016,11,:01,11:01:00,30.90368,-88.07419
33491,16,338,16338,03.12.2016,12,:00,12:00:00,30.90367,-88.07418
33491,16,338,16338,03.12.2016,13,:01,13:01:00,30.9039,-88.0735
33491,16,338,16338,03.12.2016,14,:01,14:01:00,30.9039,-88.07329
33491,16,338,16338,03.12.2016,15,:00,15:00:00,30.90438,-88.07228
33491,16,338,16338,03.12.2016,16,:00,16:00:00,30.90559,-88.0703
33491,16,338,16338,03.12.2016,17,:01,17:01:00,30.90664,-88.06639
33491,16,338,16338,03.12.2016,18,:01,18:01:00,30.90665,-88.06581
33491,16,338,16338,03.12.2016,19,:00,19:00:00,30.90664,-88.06581
33491,16,338,16338,03.12.2016,20,:02,20:02:00,30.9066,-88.06585
33491,16,338,16338,03.12.2016,21,:00,21:00:00,30.90775,-88.06575
33491,16,338,16338,03.12.2016,22,:01,22:01:00,30.90738,-88.06657
33491,16,338,16338,03.12.2016,23,:00,23:00:00,30.9069,-88.06669
33491,16,339,16339,04.12.2016,0,:00,0:00:00,30.9065,-88.06681
33491,16,339,16339,04.12.2016,1,:00,1:00:00,30.90576,-88.06489
33491,16,339,16339,04.12.2016,2,:00,2:00:00,30.90654,-88.06591
33491,16,339,16339,04.12.2016,3,:01,3:01:00,30.90394,-88.07217
33491,16,339,16339,04.12.2016,8,:01,8:01:00,30.90326,-88.07413
33491,16,339,16339,04.12.2016,9,:01,9:01:00,30.90331,-88.07413
33491,16,339,16339,04.12.2016,10,:01,10:01:00,30.90328,-88.07463
33491,16,339,16339,04.12.2016,11,:03,11:03:00,30.90302,-88.07488
33491,16,339,16339,04.12.2016,12,:00,12:00:00,30.89978,-88.08007
33491,16,339,16339,04.12.2016,13,:00,13:00:00,30.90043,-88.08795
33491,16,339,16339,04.12.2016,14,:00,14:00:00,30.90076,-88.09127
33491,16,339,16339,04.12.2016,15,:03,15:03:00,30.90261,-88.09255
33491,16,339,16339,04.12.2016,16,:03,16:03:00,30.90529,-88.09403
33491,16,339,16339,04.12.2016,17,:01,17:01:00,30.90596,-88.09158
33491,16,339,16339,04.12.2016,18,:00,18:00:00,30.90569,-88.09152
33491,16,339,16339,04.12.2016,19,:01,19:01:00,30.90601,-88.09162
33491,16,339,16339,04.12.2016,20,:01,20:01:00,30.90565,-88.09202
33491,16,339,16339,04.12.2016,21,:02,21:02:00,30.90503,-88.09151
33491,16,339,16339,04.12.2016,22,:01,22:01:00,30.90503,-88.09177
33491,16,339,16339,04.12.2016,23,:00,23:00:00,30.90565,-88.09186
33491,16,340,16340,05.12.2016,0,:02,0:02:00,30.9055,-88.09155
33491,16,340,16340,05.12.2016,1,:01,1:01:00,30.90347,-88.08951
33491,16,340,16340,05.12.2016,2,:02,2:02:00,30.90344,-88.08967
33491,16,340,16340,05.12.2016,3,:00,3:00:00,30.90534,-88.09066
33491,16,340,16340,05.12.2016,4,:00,4:00:00,30.90563,-88.09194
33491,16,340,16340,05.12.2016,5,:00,5:00:00,30.90221,-88.09449
33491,16,340,16340,05.12.2016,6,:03,6:03:00,30.90223,-88.09442
33491,16,340,16340,05.12.2016,7,:00,7:00:00,30.90226,-88.09436
33491,16,340,16340,05.12.2016,8,:01,8:01:00,30.90225,-88.09428
33491,16,340,16340,05.12.2016,9,:01,9:01:00,30.90228,-88.09437
33491,16,340,16340,05.12.2016,12,:01,12:01:00,30.90217,-88.09429
33491,16,340,16340,05.12.2016,13,:00,13:00:00,30.90227,-88.09442
33491,16,340,16340,05.12.2016,14,:01,14:01:00,30.90237,-88.09206
33491,16,340,16340,05.12.2016,15,:00,15:00:00,30.9004,-88.0879
33491,16,340,16340,05.12.2016,16,:01,16:01:00,30.90332,-88.09766
33491,16,340,16340,05.12.2016,17,:02,17:02:00,30.90088,-88.1118
33491,16,340,16340,05.12.2016,18,:01,18:01:00,30.90095,-88.11178
33491,16,340,16340,05.12.2016,19,:01,19:01:00,30.90102,-88.11148
33491,16,340,16340,05.12.2016,20,:01,20:01:00,30.90603,-88.09846
33491,16,340,16340,05.12.2016,21,:01,21:01:00,30.90566,-88.09194
33491,16,340,16340,05.12.2016,22,:01,22:01:00,30.90572,-88.09175
33491,16,340,16340,05.12.2016,23,:00,23:00:00,30.90536,-88.09156
33491,16,341,16341,06.12.2016,0,:01,0:01:00,30.90548,-88.09166
33491,16,341,16341,06.12.2016,1,:00,1:00:00,30.90551,-88.09188
33491,16,341,16341,06.12.2016,2,:02,2:02:00,30.90466,-88.09096
33491,16,341,16341,06.12.2016,3,:01,3:01:00,30.90174,-88.08223
33491,16,341,16341,06.12.2016,4,:00,4:00:00,30.90386,-88.07228
33491,16,341,16341,06.12.2016,5,:01,5:01:00,30.90343,-88.07424
33491,16,341,16341,06.12.2016,7,:01,7:01:00,30.90346,-88.07424
33491,16,341,16341,06.12.2016,9,:01,9:01:00,30.90342,-88.07434
33491,16,341,16341,06.12.2016,10,:00,10:00:00,30.90343,-88.07421
33491,16,341,16341,06.12.2016,11,:00,11:00:00,30.90345,-88.07424
33491,16,341,16341,06.12.2016,12,:00,12:00:00,30.90344,-88.0742
33491,16,341,16341,06.12.2016,13,:02,13:02:00,30.90341,-88.07411
33491,16,341,16341,06.12.2016,14,:01,14:01:00,30.90347,-88.07431
33491,16,341,16341,06.12.2016,15,:00,15:00:00,30.90376,-88.07259
33491,16,341,16341,06.12.2016,16,:00,16:00:00,30.9047,-88.0715
33491,16,341,16341,06.12.2016,17,:01,17:01:00,30.90661,-88.06689
33491,16,341,16341,06.12.2016,18,:00,18:00:00,30.90681,-88.06604
33491,16,341,16341,06.12.2016,19,:00,19:00:00,30.90664,-88.06607
33491,16,341,16341,06.12.2016,20,:00,20:00:00,30.90773,-88.06554
33491,16,341,16341,06.12.2016,21,:01,21:01:00,30.90752,-88.06597
33491,16,341,16341,06.12.2016,22,:00,22:00:00,30.9073,-88.06433
33491,16,341,16341,06.12.2016,23,:00,23:00:00,30.90507,-88.06421
33491,16,342,16342,07.12.2016,0,:00,0:00:00,30.90598,-88.06791
33491,16,342,16342,07.12.2016,1,:00,1:00:00,30.9045,-88.0665
33491,16,342,16342,07.12.2016,2,:00,2:00:00,30.90407,-88.07308
33491,16,342,16342,07.12.2016,3,:00,3:00:00,30.89865,-88.07792
33491,16,342,16342,07.12.2016,4,:00,4:00:00,30.90522,-88.09197
33491,16,342,16342,07.12.2016,5,:00,5:00:00,30.90534,-88.09205
33491,16,342,16342,07.12.2016,6,:00,6:00:00,30.90335,-88.09362
33491,16,342,16342,07.12.2016,9,:03,9:03:00,30.90356,-88.09372
33491,16,342,16342,07.12.2016,10,:01,10:01:00,30.90352,-88.09383
33491,16,342,16342,07.12.2016,11,:00,11:00:00,30.90337,-88.09366
33491,16,342,16342,07.12.2016,12,:01,12:01:00,30.90355,-88.09362
33491,16,342,16342,07.12.2016,15,:03,15:03:00,30.89924,-88.09319
33491,16,342,16342,07.12.2016,16,:01,16:01:00,30.89778,-88.10311
33491,16,342,16342,07.12.2016,17,:01,17:01:00,30.90098,-88.11152
33491,16,342,16342,07.12.2016,18,:00,18:00:00,30.90075,-88.1117
33491,16,342,16342,07.12.2016,19,:00,19:00:00,30.90128,-88.11061
33491,16,342,16342,07.12.2016,20,:01,20:01:00,30.90538,-88.09159
33491,16,342,16342,07.12.2016,21,:01,21:01:00,30.90539,-88.09191
33491,16,342,16342,07.12.2016,22,:00,22:00:00,30.90551,-88.09178
33491,16,342,16342,07.12.2016,23,:00,23:00:00,30.9056,-88.09195
33491,16,343,16343,08.12.2016,1,:03,1:03:00,30.90484,-88.09143
33491,16,343,16343,08.12.2016,2,:01,2:01:00,30.90486,-88.09148
33491,16,343,16343,08.12.2016,3,:00,3:00:00,30.90494,-88.09152
33491,16,343,16343,08.12.2016,4,:00,4:00:00,30.90562,-88.09194
33491,16,343,16343,08.12.2016,5,:01,5:01:00,30.90246,-88.09439
33491,16,343,16343,08.12.2016,6,:00,6:00:00,30.90238,-88.09433
33491,16,343,16343,08.12.2016,7,:00,7:00:00,30.90246,-88.09429
33491,16,343,16343,08.12.2016,10,:01,10:01:00,30.9024,-88.09429
33491,16,343,16343,08.12.2016,11,:00,11:00:00,30.90233,-88.09429
33491,16,343,16343,08.12.2016,12,:00,12:00:00,30.90261,-88.09443
33491,16,343,16343,08.12.2016,13,:00,13:00:00,30.90241,-88.09429
33491,16,343,16343,08.12.2016,14,:01,14:01:00,30.90226,-88.09436
33491,16,343,16343,08.12.2016,15,:03,15:03:00,30.90195,-88.09262
33491,16,343,16343,08.12.2016,16,:00,16:00:00,30.90038,-88.08779
33491,16,343,16343,08.12.2016,17,:00,17:00:00,30.90347,-88.07324
33491,16,343,16343,08.12.2016,18,:00,18:00:00,30.9053,-88.07058
33491,16,343,16343,08.12.2016,19,:00,19:00:00,30.90685,-88.06689
33491,16,343,16343,08.12.2016,20,:01,20:01:00,30.90693,-88.06613
33491,16,343,16343,08.12.2016,21,:00,21:00:00,30.90699,-88.06632
33491,16,343,16343,08.12.2016,23,:01,23:01:00,30.90673,-88.06584
33491,16,344,16344,09.12.2016,0,:01,0:01:00,30.90711,-88.06618
33491,16,344,16344,09.12.2016,1,:00,1:00:00,30.90757,-88.06584
33491,16,344,16344,09.12.2016,2,:00,2:00:00,30.90737,-88.06528
33491,16,344,16344,09.12.2016,3,:00,3:00:00,30.90731,-88.06538
33491,16,344,16344,09.12.2016,4,:00,4:00:00,30.90625,-88.06475
33491,16,344,16344,09.12.2016,5,:00,5:00:00,30.90496,-88.07138
33491,16,344,16344,09.12.2016,6,:02,6:02:00,30.90346,-88.07423
33491,16,344,16344,09.12.2016,7,:00,7:00:00,30.90343,-88.07421
33491,16,344,16344,09.12.2016,8,:02,8:02:00,30.90352,-88.07421
33491,16,344,16344,09.12.2016,9,:00,9:00:00,30.9034,-88.07417
33491,16,344,16344,09.12.2016,10,:00,10:00:00,30.90344,-88.07414
33491,16,344,16344,09.12.2016,11,:01,11:01:00,30.90342,-88.07421
33491,16,344,16344,09.12.2016,13,:00,13:00:00,30.90334,-88.07415
33491,16,344,16344,09.12.2016,14,:01,14:01:00,30.9039,-88.07231
33491,16,344,16344,09.12.2016,15,:00,15:00:00,30.90471,-88.07154
33491,16,344,16344,09.12.2016,16,:00,16:00:00,30.90474,-88.07212
33491,16,344,16344,09.12.2016,17,:00,17:00:00,30.90676,-88.06689
33491,16,344,16344,09.12.2016,18,:00,18:00:00,30.90696,-88.0661
33491,16,344,16344,09.12.2016,19,:00,19:00:00,30.90674,-88.06708
33491,16,344,16344,09.12.2016,20,:03,20:03:00,30.90727,-88.06578
33491,16,344,16344,09.12.2016,21,:01,21:01:00,30.90611,-88.06486
33491,16,344,16344,09.12.2016,22,:01,22:01:00,30.9061,-88.06491
33491,16,344,16344,09.12.2016,23,:00,23:00:00,30.90598,-88.06349
33491,16,345,16345,10.12.2016,0,:00,0:00:00,30.90513,-88.06443
33491,16,345,16345,10.12.2016,1,:00,1:00:00,30.90043,-88.07312
33491,16,345,16345,10.12.2016,2,:00,2:00:00,30.8949,-88.07953
33491,16,345,16345,10.12.2016,3,:00,3:00:00,30.89389,-88.08312
33491,16,345,16345,10.12.2016,5,:01,5:01:00,30.89387,-88.08306
33491,16,345,16345,10.12.2016,6,:03,6:03:00,30.8941,-88.08303
33491,16,345,16345,10.12.2016,7,:00,7:00:00,30.89404,-88.08313
33491,16,345,16345,10.12.2016,8,:00,8:00:00,30.89381,-88.08312
33491,16,345,16345,10.12.2016,9,:01,9:01:00,30.89378,-88.08319
33491,16,345,16345,10.12.2016,10,:01,10:01:00,30.89395,-88.08309
33491,16,345,16345,10.12.2016,11,:03,11:03:00,30.8939,-88.0831
33491,16,345,16345,10.12.2016,12,:00,12:00:00,30.8941,-88.08322
33491,16,345,16345,10.12.2016,13,:02,13:02:00,30.89383,-88.08303
33491,16,345,16345,10.12.2016,14,:00,14:00:00,30.90033,-88.08781
33491,16,345,16345,10.12.2016,15,:03,15:03:00,30.90471,-88.09284
33491,16,345,16345,10.12.2016,16,:00,16:00:00,30.89857,-88.09663
33491,16,345,16345,10.12.2016,17,:00,17:00:00,30.8999,-88.09309
33491,16,345,16345,10.12.2016,18,:00,18:00:00,30.90032,-88.0881
33491,16,345,16345,10.12.2016,19,:00,19:00:00,30.89662,-88.09066
33491,16,345,16345,10.12.2016,20,:03,20:03:00,30.89711,-88.10151
33491,16,345,16345,10.12.2016,21,:01,21:01:00,30.89593,-88.1054
33491,16,345,16345,10.12.2016,22,:00,22:00:00,30.89576,-88.10536
