bear,year,day,Julian_date,GMT.Date,hour,minutes,GMT.Time,Latitude,Longitude
33501,16,219,16219,06.08.2016,0,:02,0:02:00,30.89877,-88.10417
33501,16,219,16219,06.08.2016,1,:02,1:02:00,30.89922,-88.09775
33501,16,219,16219,06.08.2016,2,:02,2:02:00,30.90372,-88.09474
33501,16,219,16219,06.08.2016,3,:02,3:02:00,30.90446,-88.09274
33501,16,219,16219,06.08.2016,4,:02,4:02:00,30.90687,-88.09081
33501,16,219,16219,06.08.2016,5,:02,5:02:00,30.90847,-88.09273
33501,16,219,16219,06.08.2016,6,:02,6:02:00,30.91065,-88.09265
33501,16,219,16219,06.08.2016,7,:02,7:02:00,30.91327,-88.09455
33501,16,219,16219,06.08.2016,8,:02,8:02:00,30.91613,-88.09403
33501,16,219,16219,06.08.2016,9,:02,9:02:00,30.92703,-88.09357
33501,16,219,16219,06.08.2016,10,:02,10:02:00,30.92913,-88.09561
33501,16,219,16219,06.08.2016,11,:02,11:02:00,30.92909,-88.09577
33501,16,219,16219,06.08.2016,12,:02,12:02:00,30.92882,-88.09596
33501,16,219,16219,06.08.2016,13,:02,13:02:00,30.92985,-88.09627
33501,16,219,16219,06.08.2016,14,:02,14:02:00,30.92874,-88.09568
33501,16,219,16219,06.08.2016,15,:02,15:02:00,30.92883,-88.09568
33501,16,219,16219,06.08.2016,16,:02,16:02:00,30.92914,-88.09597
33501,16,219,16219,06.08.2016,17,:02,17:02:00,30.9214,-88.0997
33501,16,219,16219,06.08.2016,18,:02,18:02:00,30.9205,-88.09923
33501,16,219,16219,06.08.2016,19,:02,19:02:00,30.91687,-88.09862
33501,16,219,16219,06.08.2016,20,:02,20:02:00,30.91346,-88.10226
33501,16,219,16219,06.08.2016,21,:02,21:02:00,30.91307,-88.1067
33501,16,220,16220,07.08.2016,0,:13,0:13:00,30.91285,-88.10687
33501,16,220,16220,07.08.2016,1,:13,1:13:00,30.91284,-88.10677
33501,16,220,16220,07.08.2016,2,:13,2:13:00,30.91289,-88.10679
33501,16,220,16220,07.08.2016,3,:13,3:13:00,30.91285,-88.10684
33501,16,220,16220,07.08.2016,4,:13,4:13:00,30.91248,-88.10662
33501,16,220,16220,07.08.2016,5,:13,5:13:00,30.91282,-88.10677
33501,16,220,16220,07.08.2016,6,:13,6:13:00,30.91274,-88.10691
33501,16,220,16220,07.08.2016,7,:13,7:13:00,30.91261,-88.10836
33501,16,220,16220,07.08.2016,8,:13,8:13:00,30.91245,-88.10794
33501,16,220,16220,07.08.2016,9,:13,9:13:00,30.91254,-88.10797
33501,16,220,16220,07.08.2016,10,:13,10:13:00,30.91256,-88.10801
33501,16,220,16220,07.08.2016,11,:13,11:13:00,30.91258,-88.10803
33501,16,220,16220,07.08.2016,12,:13,12:13:00,30.91257,-88.1079
33501,16,220,16220,07.08.2016,13,:13,13:13:00,30.91197,-88.10723
33501,16,220,16220,07.08.2016,14,:13,14:13:00,30.9141,-88.1048
33501,16,220,16220,07.08.2016,15,:13,15:13:00,30.91426,-88.10484
33501,16,220,16220,07.08.2016,16,:13,16:13:00,30.91423,-88.10474
33501,16,220,16220,07.08.2016,17,:13,17:13:00,30.91419,-88.10463
33501,16,220,16220,07.08.2016,18,:13,18:13:00,30.91558,-88.10395
33501,16,220,16220,07.08.2016,19,:13,19:13:00,30.91585,-88.1008
33501,16,220,16220,07.08.2016,20,:13,20:13:00,30.91526,-88.09835
33501,16,220,16220,07.08.2016,21,:13,21:13:00,30.92366,-88.09467
33501,16,221,16221,08.08.2016,0,:12,0:12:00,30.92827,-88.09662
33501,16,221,16221,08.08.2016,1,:12,1:12:00,30.92691,-88.09212
33501,16,221,16221,08.08.2016,2,:12,2:12:00,30.93433,-88.0939
33501,16,221,16221,08.08.2016,3,:12,3:12:00,30.93468,-88.09461
33501,16,221,16221,08.08.2016,4,:12,4:12:00,30.93849,-88.09718
33501,16,221,16221,08.08.2016,5,:12,5:12:00,30.92687,-88.10122
33501,16,221,16221,08.08.2016,6,:12,6:12:00,30.92627,-88.10173
33501,16,221,16221,08.08.2016,7,:12,7:12:00,30.92653,-88.10146
33501,16,221,16221,08.08.2016,8,:12,8:12:00,30.92702,-88.10131
33501,16,221,16221,08.08.2016,9,:12,9:12:00,30.92655,-88.10133
33501,16,221,16221,08.08.2016,10,:12,10:12:00,30.92072,-88.1042
33501,16,221,16221,08.08.2016,11,:12,11:12:00,30.9132,-88.10807
33501,16,221,16221,08.08.2016,12,:12,12:12:00,30.91044,-88.10762
33501,16,221,16221,08.08.2016,13,:12,13:12:00,30.9104,-88.10754
33501,16,221,16221,08.08.2016,14,:12,14:12:00,30.9109,-88.1073
33501,16,221,16221,08.08.2016,15,:12,15:12:00,30.91081,-88.10727
33501,16,221,16221,08.08.2016,16,:12,16:12:00,30.9108,-88.10734
33501,16,221,16221,08.08.2016,17,:12,17:12:00,30.914,-88.10411
33501,16,221,16221,08.08.2016,18,:12,18:12:00,30.9145,-88.10019
33501,16,221,16221,08.08.2016,19,:12,19:12:00,30.91357,-88.09717
33501,16,221,16221,08.08.2016,20,:12,20:12:00,30.91062,-88.09229
33501,16,221,16221,08.08.2016,21,:12,21:12:00,30.91006,-88.09115
33501,16,222,16222,09.08.2016,0,:12,0:12:00,30.91497,-88.09418
33501,16,222,16222,09.08.2016,1,:12,1:12:00,30.92788,-88.093
33501,16,222,16222,09.08.2016,2,:12,2:12:00,30.92848,-88.09381
33501,16,222,16222,09.08.2016,3,:12,3:12:00,30.92831,-88.09369
33501,16,222,16222,09.08.2016,4,:12,4:12:00,30.9284,-88.09369
33501,16,222,16222,09.08.2016,5,:12,5:12:00,30.92853,-88.09371
33501,16,222,16222,09.08.2016,6,:12,6:12:00,30.92848,-88.09366
33501,16,222,16222,09.08.2016,7,:12,7:12:00,30.92848,-88.09379
33501,16,222,16222,09.08.2016,8,:12,8:12:00,30.92846,-88.09369
33501,16,222,16222,09.08.2016,9,:12,9:12:00,30.92867,-88.09387
33501,16,222,16222,09.08.2016,10,:12,10:12:00,30.92846,-88.09371
33501,16,222,16222,09.08.2016,11,:12,11:12:00,30.92304,-88.09952
33501,16,222,16222,09.08.2016,12,:12,12:12:00,30.91621,-88.09571
33501,16,222,16222,09.08.2016,13,:12,13:12:00,30.91615,-88.09282
33501,16,222,16222,09.08.2016,14,:12,14:12:00,30.91709,-88.09378
33501,16,222,16222,09.08.2016,15,:12,15:12:00,30.91626,-88.09403
33501,16,222,16222,09.08.2016,16,:12,16:12:00,30.91632,-88.09414
33501,16,222,16222,09.08.2016,17,:12,17:12:00,30.91635,-88.09403
33501,16,222,16222,09.08.2016,18,:12,18:12:00,30.91622,-88.09414
33501,16,222,16222,09.08.2016,19,:12,19:12:00,30.91604,-88.09404
33501,16,222,16222,09.08.2016,20,:12,20:12:00,30.91473,-88.09433
33501,16,222,16222,09.08.2016,21,:12,21:12:00,30.91349,-88.09047
33501,16,223,16223,10.08.2016,0,:15,0:15:00,30.90577,-88.09174
33501,16,223,16223,10.08.2016,1,:15,1:15:00,30.89907,-88.0987
33501,16,223,16223,10.08.2016,2,:15,2:15:00,30.89857,-88.10267
33501,16,223,16223,10.08.2016,3,:15,3:15:00,30.89913,-88.10276
33501,16,223,16223,10.08.2016,4,:15,4:15:00,30.89956,-88.10373
33501,16,223,16223,10.08.2016,5,:15,5:15:00,30.9039,-88.10686
33501,16,223,16223,10.08.2016,6,:15,6:15:00,30.90392,-88.10695
33501,16,223,16223,10.08.2016,7,:15,7:15:00,30.90385,-88.10688
33501,16,223,16223,10.08.2016,8,:15,8:15:00,30.90387,-88.10691
33501,16,223,16223,10.08.2016,9,:15,9:15:00,30.90927,-88.10688
33501,16,223,16223,10.08.2016,10,:15,10:15:00,30.91288,-88.10911
33501,16,223,16223,10.08.2016,11,:15,11:15:00,30.91037,-88.10752
33501,16,223,16223,10.08.2016,12,:15,12:15:00,30.91,-88.10044
33501,16,223,16223,10.08.2016,13,:15,13:15:00,30.91239,-88.0986
33501,16,223,16223,10.08.2016,14,:15,14:15:00,30.91259,-88.09873
33501,16,223,16223,10.08.2016,15,:15,15:15:00,30.914,-88.09887
33501,16,223,16223,10.08.2016,16,:15,16:15:00,30.91555,-88.10001
33501,16,223,16223,10.08.2016,17,:15,17:15:00,30.91487,-88.10157
33501,16,223,16223,10.08.2016,18,:15,18:15:00,30.91479,-88.10453
33501,16,223,16223,10.08.2016,19,:15,19:15:00,30.91651,-88.10438
33501,16,223,16223,10.08.2016,20,:15,20:15:00,30.90719,-88.09274
33501,16,223,16223,10.08.2016,21,:15,21:15:00,30.89961,-88.09764
33501,16,224,16224,11.08.2016,0,:13,0:13:00,30.89956,-88.09872
33501,16,224,16224,11.08.2016,1,:13,1:13:00,30.89948,-88.09898
33501,16,224,16224,11.08.2016,2,:13,2:13:00,30.89949,-88.09883
33501,16,224,16224,11.08.2016,3,:13,3:13:00,30.89929,-88.09881
33501,16,224,16224,11.08.2016,4,:13,4:13:00,30.89953,-88.09912
33501,16,224,16224,11.08.2016,5,:13,5:13:00,30.89955,-88.09872
33501,16,224,16224,11.08.2016,6,:13,6:13:00,30.89953,-88.09884
33501,16,224,16224,11.08.2016,7,:13,7:13:00,30.8995,-88.09878
33501,16,224,16224,11.08.2016,8,:13,8:13:00,30.89949,-88.09888
33501,16,224,16224,11.08.2016,9,:13,9:13:00,30.90014,-88.09841
33501,16,224,16224,11.08.2016,10,:13,10:13:00,30.89765,-88.09862
33501,16,224,16224,11.08.2016,11,:13,11:13:00,30.89779,-88.10126
33501,16,224,16224,11.08.2016,12,:13,12:13:00,30.89885,-88.10264
33501,16,224,16224,11.08.2016,13,:13,13:13:00,30.90081,-88.10243
33501,16,224,16224,11.08.2016,14,:13,14:13:00,30.90084,-88.10244
33501,16,224,16224,11.08.2016,15,:13,15:13:00,30.90082,-88.1025
33501,16,224,16224,11.08.2016,16,:13,16:13:00,30.90054,-88.10333
33501,16,224,16224,11.08.2016,17,:13,17:13:00,30.90096,-88.1035
33501,16,224,16224,11.08.2016,18,:13,18:13:00,30.90186,-88.10258
33501,16,224,16224,11.08.2016,19,:13,19:13:00,30.90333,-88.10167
33501,16,224,16224,11.08.2016,20,:13,20:13:00,30.9081,-88.10203
33501,16,224,16224,11.08.2016,21,:13,21:13:00,30.90919,-88.10478
33501,16,225,16225,12.08.2016,0,:03,0:03:00,30.91126,-88.10841
33501,16,225,16225,12.08.2016,1,:03,1:03:00,30.91178,-88.10681
33501,16,225,16225,12.08.2016,2,:03,2:03:00,30.91176,-88.10684
33501,16,225,16225,12.08.2016,3,:03,3:03:00,30.91181,-88.10679
33501,16,225,16225,12.08.2016,4,:03,4:03:00,30.91173,-88.10687
33501,16,225,16225,12.08.2016,5,:03,5:03:00,30.91186,-88.10667
33501,16,225,16225,12.08.2016,6,:03,6:03:00,30.91171,-88.10691
33501,16,225,16225,12.08.2016,7,:03,7:03:00,30.91175,-88.10684
33501,16,225,16225,12.08.2016,8,:03,8:03:00,30.91175,-88.10684
33501,16,225,16225,12.08.2016,9,:03,9:03:00,30.91172,-88.10681
33501,16,225,16225,12.08.2016,10,:03,10:03:00,30.91225,-88.10615
33501,16,225,16225,12.08.2016,11,:03,11:03:00,30.91204,-88.10243
33501,16,225,16225,12.08.2016,12,:03,12:03:00,30.91278,-88.10002
33501,16,225,16225,12.08.2016,13,:03,13:03:00,30.91442,-88.09717
33501,16,226,16226,13.08.2016,0,:03,0:03:00,30.91471,-88.0949
33501,16,226,16226,13.08.2016,1,:03,1:03:00,30.9148,-88.09495
33501,16,226,16226,13.08.2016,2,:03,2:03:00,30.91478,-88.09489
33501,16,226,16226,13.08.2016,3,:03,3:03:00,30.91472,-88.09721
33501,16,226,16226,13.08.2016,4,:03,4:03:00,30.91483,-88.09714
33501,16,226,16226,13.08.2016,5,:03,5:03:00,30.91473,-88.09706
33501,16,226,16226,13.08.2016,6,:03,6:03:00,30.91478,-88.09718
33501,16,226,16226,13.08.2016,7,:03,7:03:00,30.91579,-88.09674
33501,16,226,16226,13.08.2016,8,:03,8:03:00,30.91397,-88.09443
33501,16,226,16226,13.08.2016,9,:03,9:03:00,30.91019,-88.09202
33501,16,226,16226,13.08.2016,10,:03,10:03:00,30.90704,-88.09265
33501,16,226,16226,13.08.2016,11,:03,11:03:00,30.90772,-88.09375
33501,16,226,16226,13.08.2016,12,:03,12:03:00,30.90769,-88.09396
33501,16,226,16226,13.08.2016,13,:03,13:03:00,30.90766,-88.09371
33501,16,226,16226,13.08.2016,14,:03,14:03:00,30.90782,-88.09396
33501,16,226,16226,13.08.2016,15,:03,15:03:00,30.90784,-88.09379
33501,16,226,16226,13.08.2016,16,:03,16:03:00,30.90798,-88.09384
33501,16,226,16226,13.08.2016,17,:03,17:03:00,30.9078,-88.09394
33501,16,226,16226,13.08.2016,18,:03,18:03:00,30.90759,-88.09393
33501,16,226,16226,13.08.2016,19,:03,19:03:00,30.90818,-88.09458
33501,16,226,16226,13.08.2016,20,:03,20:03:00,30.91062,-88.09596
33501,16,226,16226,13.08.2016,21,:03,21:03:00,30.91603,-88.09407
33501,16,227,16227,14.08.2016,0,:02,0:02:00,30.91541,-88.0973
33501,16,227,16227,14.08.2016,1,:02,1:02:00,30.91538,-88.09755
33501,16,227,16227,14.08.2016,2,:02,2:02:00,30.91594,-88.0975
33501,16,227,16227,14.08.2016,3,:02,3:02:00,30.91613,-88.0977
33501,16,227,16227,14.08.2016,4,:02,4:02:00,30.91624,-88.09755
33501,16,227,16227,14.08.2016,5,:02,5:02:00,30.91509,-88.09848
33501,16,227,16227,14.08.2016,6,:02,6:02:00,30.91529,-88.09888
33501,16,227,16227,14.08.2016,7,:02,7:02:00,30.91559,-88.10073
33501,16,227,16227,14.08.2016,8,:02,8:02:00,30.91177,-88.10787
33501,16,227,16227,14.08.2016,9,:02,9:02:00,30.91212,-88.10405
33501,16,227,16227,14.08.2016,10,:02,10:02:00,30.90612,-88.10794
33501,16,227,16227,14.08.2016,11,:02,11:02:00,30.90627,-88.10655
33501,16,227,16227,14.08.2016,12,:02,12:02:00,30.90642,-88.10655
33501,16,227,16227,14.08.2016,13,:02,13:02:00,30.90626,-88.10655
33501,16,227,16227,14.08.2016,14,:02,14:02:00,30.90627,-88.10655
33501,16,227,16227,14.08.2016,15,:02,15:02:00,30.90633,-88.1063
33501,16,227,16227,14.08.2016,16,:02,16:02:00,30.90638,-88.10655
33501,16,227,16227,14.08.2016,17,:02,17:02:00,30.90637,-88.10659
33501,16,227,16227,14.08.2016,18,:02,18:02:00,30.90623,-88.10644
33501,16,227,16227,14.08.2016,19,:02,19:02:00,30.90625,-88.10527
33501,16,227,16227,14.08.2016,20,:02,20:02:00,30.90607,-88.10352
33501,16,227,16227,14.08.2016,21,:02,21:02:00,30.9063,-88.10375
33501,16,228,16228,15.08.2016,0,:00,0:00:00,30.90623,-88.10374
33501,16,228,16228,15.08.2016,1,:00,1:00:00,30.90618,-88.10378
33501,16,228,16228,15.08.2016,2,:00,2:00:00,30.90627,-88.10377
33501,16,228,16228,15.08.2016,3,:00,3:00:00,30.90566,-88.10353
33501,16,228,16228,15.08.2016,4,:00,4:00:00,30.90568,-88.1035
33501,16,228,16228,15.08.2016,5,:00,5:00:00,30.90571,-88.1035
33501,16,228,16228,15.08.2016,6,:00,6:00:00,30.90565,-88.10356
33501,16,228,16228,15.08.2016,7,:00,7:00:00,30.90562,-88.1034
33501,16,228,16228,15.08.2016,8,:00,8:00:00,30.90613,-88.10371
33501,16,228,16228,15.08.2016,9,:00,9:00:00,30.90624,-88.10365
33501,16,228,16228,15.08.2016,10,:00,10:00:00,30.90452,-88.10427
33501,16,228,16228,15.08.2016,11,:00,11:00:00,30.90191,-88.1009
33501,16,228,16228,15.08.2016,12,:00,12:00:00,30.90198,-88.10097
33501,16,228,16228,15.08.2016,13,:00,13:00:00,30.90198,-88.10104
33501,16,228,16228,15.08.2016,14,:00,14:00:00,30.90198,-88.10104
33501,16,228,16228,15.08.2016,15,:00,15:00:00,30.90185,-88.10102
33501,16,228,16228,15.08.2016,16,:00,16:00:00,30.90195,-88.10094
33501,16,228,16228,15.08.2016,17,:00,17:00:00,30.90192,-88.10083
33501,16,228,16228,15.08.2016,18,:00,18:00:00,30.90202,-88.1009
33501,16,228,16228,15.08.2016,19,:00,19:00:00,30.90192,-88.1008
33501,16,228,16228,15.08.2016,20,:00,20:00:00,30.90202,-88.10073
33501,16,228,16228,15.08.2016,21,:00,21:00:00,30.90191,-88.10179
33501,16,228,16228,15.08.2016,22,:23,22:23:00,30.90353,-88.10346
33501,16,229,16229,16.08.2016,0,:23,0:23:00,30.9095,-88.10467
33501,16,229,16229,16.08.2016,1,:23,1:23:00,30.91176,-88.10781
33501,16,229,16229,16.08.2016,2,:23,2:23:00,30.91257,-88.10699
33501,16,229,16229,16.08.2016,3,:23,3:23:00,30.91261,-88.10681
33501,16,229,16229,16.08.2016,4,:23,4:23:00,30.91521,-88.10456
33501,16,229,16229,16.08.2016,5,:23,5:23:00,30.91683,-88.10009
33501,16,229,16229,16.08.2016,6,:23,6:23:00,30.91613,-88.09987
33501,16,229,16229,16.08.2016,7,:23,7:23:00,30.91427,-88.09873
33501,16,229,16229,16.08.2016,8,:23,8:23:00,30.9105,-88.09745
33501,16,229,16229,16.08.2016,9,:23,9:23:00,30.90599,-88.09372
33501,16,229,16229,16.08.2016,10,:23,10:23:00,30.90619,-88.094
33501,16,229,16229,16.08.2016,11,:23,11:23:00,30.90617,-88.09379
33501,16,229,16229,16.08.2016,12,:23,12:23:00,30.90666,-88.09397
33501,16,229,16229,16.08.2016,13,:23,13:23:00,30.90672,-88.09372
33501,16,229,16229,16.08.2016,14,:23,14:23:00,30.90664,-88.09385
33501,16,229,16229,16.08.2016,15,:23,15:23:00,30.90661,-88.09378
33501,16,229,16229,16.08.2016,16,:23,16:23:00,30.90645,-88.09384
33501,16,229,16229,16.08.2016,17,:23,17:23:00,30.90664,-88.09372
33501,16,229,16229,16.08.2016,18,:23,18:23:00,30.90651,-88.09384
33501,16,229,16229,16.08.2016,19,:23,19:23:00,30.90632,-88.09364
33501,16,229,16229,16.08.2016,20,:23,20:23:00,30.90665,-88.09382
33501,16,229,16229,16.08.2016,21,:23,21:23:00,30.90392,-88.09471
33501,16,229,16229,16.08.2016,22,:23,22:23:00,30.89773,-88.09771
33501,16,229,16229,16.08.2016,23,:23,23:23:00,30.89887,-88.10234
33501,16,230,16230,17.08.2016,0,:23,0:23:00,30.8988,-88.1025
33501,16,230,16230,17.08.2016,1,:23,1:23:00,30.89878,-88.10255
33501,16,230,16230,17.08.2016,2,:23,2:23:00,30.89877,-88.10256
33501,16,230,16230,17.08.2016,3,:23,3:23:00,30.89871,-88.10147
33501,16,230,16230,17.08.2016,4,:23,4:23:00,30.89871,-88.10105
33501,16,230,16230,17.08.2016,5,:23,5:23:00,30.89991,-88.09411
33501,16,230,16230,17.08.2016,6,:23,6:23:00,30.91006,-88.09294
33501,16,230,16230,17.08.2016,7,:23,7:23:00,30.91368,-88.09683
33501,16,230,16230,17.08.2016,8,:23,8:23:00,30.91017,-88.1066
33501,16,230,16230,17.08.2016,9,:23,9:23:00,30.90645,-88.10621
33501,16,230,16230,17.08.2016,10,:23,10:23:00,30.9064,-88.1058
33501,16,230,16230,17.08.2016,11,:23,11:23:00,30.90791,-88.10504
33501,16,230,16230,17.08.2016,12,:23,12:23:00,30.91126,-88.10535
33501,16,230,16230,17.08.2016,13,:23,13:23:00,30.90694,-88.10768
33501,16,230,16230,17.08.2016,14,:23,14:23:00,30.90609,-88.10692
33501,16,230,16230,17.08.2016,15,:23,15:23:00,30.90559,-88.10709
33501,16,230,16230,17.08.2016,16,:23,16:23:00,30.90598,-88.10691
33501,16,230,16230,17.08.2016,17,:23,17:23:00,30.9057,-88.10667
33501,16,230,16230,17.08.2016,18,:23,18:23:00,30.90592,-88.10688
33501,16,231,16231,18.08.2016,0,:22,0:22:00,30.9033,-88.10681
33501,16,231,16231,18.08.2016,1,:22,1:22:00,30.90533,-88.09844
33501,16,231,16231,18.08.2016,2,:22,2:22:00,30.90646,-88.09467
33501,16,231,16231,18.08.2016,3,:22,3:22:00,30.90358,-88.10002
33501,16,231,16231,18.08.2016,4,:22,4:22:00,30.90341,-88.10023
33501,16,231,16231,18.08.2016,5,:22,5:22:00,30.90358,-88.10004
33501,16,231,16231,18.08.2016,6,:22,6:22:00,30.90339,-88.10018
33501,16,231,16231,18.08.2016,7,:22,7:22:00,30.90345,-88.10028
33501,16,231,16231,18.08.2016,8,:22,8:22:00,30.90436,-88.10161
33501,16,231,16231,18.08.2016,9,:22,9:22:00,30.90413,-88.10198
33501,16,231,16231,18.08.2016,10,:22,10:22:00,30.90391,-88.10166
33501,16,231,16231,18.08.2016,11,:22,11:22:00,30.90474,-88.10202
33501,16,231,16231,18.08.2016,12,:22,12:22:00,30.91164,-88.10131
33501,16,231,16231,18.08.2016,13,:22,13:22:00,30.91241,-88.10405
33501,16,231,16231,18.08.2016,14,:22,14:22:00,30.91125,-88.11282
33501,16,231,16231,18.08.2016,15,:22,15:22:00,30.90664,-88.1089
33501,16,231,16231,18.08.2016,16,:22,16:22:00,30.90305,-88.10713
33501,16,231,16231,18.08.2016,17,:22,17:22:00,30.90239,-88.10713
33501,16,231,16231,18.08.2016,18,:22,18:22:00,30.90226,-88.10712
33501,16,231,16231,18.08.2016,19,:22,19:22:00,30.90224,-88.10686
33501,16,231,16231,18.08.2016,20,:22,20:22:00,30.90229,-88.1072
33501,16,231,16231,18.08.2016,21,:22,21:22:00,30.90211,-88.10755
33501,16,232,16232,19.08.2016,0,:00,0:00:00,30.90224,-88.10719
33501,16,232,16232,19.08.2016,1,:00,1:00:00,30.90228,-88.10712
33501,16,232,16232,19.08.2016,2,:00,2:00:00,30.90223,-88.10719
33501,16,232,16232,19.08.2016,3,:00,3:00:00,30.90849,-88.10687
33501,16,232,16232,19.08.2016,4,:00,4:00:00,30.9139,-88.10498
33501,16,232,16232,19.08.2016,5,:00,5:00:00,30.91416,-88.1047
33501,16,232,16232,19.08.2016,6,:00,6:00:00,30.91418,-88.10485
33501,16,232,16232,19.08.2016,7,:00,7:00:00,30.91424,-88.10484
33501,16,232,16232,19.08.2016,8,:00,8:00:00,30.91406,-88.10509
33501,16,232,16232,19.08.2016,9,:00,9:00:00,30.90878,-88.10734
33501,16,232,16232,19.08.2016,10,:00,10:00:00,30.90509,-88.10926
33501,16,232,16232,19.08.2016,11,:00,11:00:00,30.90272,-88.10709
33501,16,232,16232,19.08.2016,12,:00,12:00:00,30.90286,-88.10741
33501,16,232,16232,19.08.2016,13,:00,13:00:00,30.90276,-88.10716
33501,16,232,16232,19.08.2016,14,:00,14:00:00,30.90292,-88.10686
33501,16,232,16232,19.08.2016,15,:00,15:00:00,30.90255,-88.1046
33501,16,232,16232,19.08.2016,16,:00,16:00:00,30.90259,-88.10454
33501,16,232,16232,19.08.2016,17,:00,17:00:00,30.90262,-88.10456
33501,16,232,16232,19.08.2016,18,:00,18:00:00,30.90256,-88.10464
33501,16,232,16232,19.08.2016,19,:00,19:00:00,30.90247,-88.10453
33501,16,232,16232,19.08.2016,20,:00,20:00:00,30.90259,-88.10461
33501,16,232,16232,19.08.2016,21,:00,21:00:00,30.90491,-88.1044
33501,16,232,16232,19.08.2016,22,:02,22:02:00,30.91042,-88.10745
33501,16,232,16232,19.08.2016,23,:02,23:02:00,30.91243,-88.10405
33501,16,233,16233,20.08.2016,0,:07,0:07:00,30.91464,-88.0976
33501,16,233,16233,20.08.2016,1,:07,1:07:00,30.91674,-88.09532
33501,16,233,16233,20.08.2016,2,:07,2:07:00,30.91677,-88.09529
33501,16,233,16233,20.08.2016,3,:07,3:07:00,30.91654,-88.09469
33501,16,233,16233,20.08.2016,4,:07,4:07:00,30.91656,-88.09307
33501,16,233,16233,20.08.2016,5,:07,5:07:00,30.90982,-88.09551
33501,16,233,16233,20.08.2016,6,:07,6:07:00,30.9036,-88.09574
33501,16,233,16233,20.08.2016,7,:07,7:07:00,30.90592,-88.10008
33501,16,233,16233,20.08.2016,8,:07,8:07:00,30.91591,-88.09745
33501,16,233,16233,20.08.2016,9,:07,9:07:00,30.91837,-88.0956
33501,16,233,16233,20.08.2016,10,:07,10:07:00,30.91853,-88.09583
33501,16,233,16233,20.08.2016,11,:07,11:07:00,30.91851,-88.09581
33501,16,233,16233,20.08.2016,12,:07,12:07:00,30.91949,-88.09463
33501,16,233,16233,20.08.2016,13,:07,13:07:00,30.92729,-88.09297
33501,16,233,16233,20.08.2016,14,:07,14:07:00,30.92694,-88.09692
33501,16,233,16233,20.08.2016,15,:07,15:07:00,30.92066,-88.09918
33501,16,233,16233,20.08.2016,16,:07,16:07:00,30.92063,-88.09933
33501,16,233,16233,20.08.2016,17,:07,17:07:00,30.9206,-88.09922
33501,16,233,16233,20.08.2016,18,:07,18:07:00,30.92034,-88.09517
33501,16,233,16233,20.08.2016,19,:07,19:07:00,30.92197,-88.09506
33501,16,233,16233,20.08.2016,20,:07,20:07:00,30.91584,-88.09712
33501,16,233,16233,20.08.2016,21,:07,21:07:00,30.91577,-88.09711
33501,16,234,16234,21.08.2016,0,:06,0:06:00,30.91573,-88.09717
33501,16,234,16234,21.08.2016,1,:06,1:06:00,30.91575,-88.09717
33501,16,234,16234,21.08.2016,2,:06,2:06:00,30.91457,-88.09476
33501,16,234,16234,21.08.2016,3,:06,3:06:00,30.90987,-88.09926
33501,16,234,16234,21.08.2016,4,:06,4:06:00,30.90926,-88.10059
33501,16,234,16234,21.08.2016,5,:06,5:06:00,30.91221,-88.09968
33501,16,234,16234,21.08.2016,6,:06,6:06:00,30.91395,-88.10681
33501,16,234,16234,21.08.2016,7,:06,7:06:00,30.91014,-88.10997
33501,16,234,16234,21.08.2016,8,:06,8:06:00,30.91036,-88.10784
33501,16,234,16234,21.08.2016,9,:06,9:06:00,30.90913,-88.10782
33501,16,234,16234,21.08.2016,10,:06,10:06:00,30.90835,-88.10814
33501,16,234,16234,21.08.2016,11,:06,11:06:00,30.90824,-88.10816
33501,16,234,16234,21.08.2016,12,:06,12:06:00,30.90907,-88.10787
33501,16,234,16234,21.08.2016,13,:06,13:06:00,30.90917,-88.10776
33501,16,234,16234,21.08.2016,14,:06,14:06:00,30.90822,-88.10845
33501,16,234,16234,21.08.2016,15,:06,15:06:00,30.90817,-88.10825
33501,16,234,16234,21.08.2016,16,:06,16:06:00,30.90786,-88.10775
33501,16,234,16234,21.08.2016,17,:06,17:06:00,30.90816,-88.10793
33501,16,234,16234,21.08.2016,18,:06,18:06:00,30.90942,-88.10798
33501,16,234,16234,21.08.2016,19,:06,19:06:00,30.916,-88.10356
33501,16,234,16234,21.08.2016,20,:06,20:06:00,30.91602,-88.10354
33501,16,234,16234,21.08.2016,21,:06,21:06:00,30.91594,-88.10339
33501,16,235,16235,22.08.2016,0,:06,0:06:00,30.91596,-88.10339
33501,16,235,16235,22.08.2016,1,:06,1:06:00,30.91579,-88.1033
33501,16,235,16235,22.08.2016,2,:06,2:06:00,30.91599,-88.10321
33501,16,235,16235,22.08.2016,3,:06,3:06:00,30.9094,-88.10794
33501,16,235,16235,22.08.2016,4,:06,4:06:00,30.91202,-88.10739
33501,16,235,16235,22.08.2016,5,:06,5:06:00,30.90937,-88.10791
33501,16,235,16235,22.08.2016,6,:06,6:06:00,30.90598,-88.10717
33501,16,235,16235,22.08.2016,7,:06,7:06:00,30.90909,-88.10787
33501,16,235,16235,22.08.2016,8,:06,8:06:00,30.90921,-88.10943
33501,16,235,16235,22.08.2016,9,:06,9:06:00,30.91,-88.10803
33501,16,235,16235,22.08.2016,10,:06,10:06:00,30.90987,-88.10803
33501,16,235,16235,22.08.2016,11,:06,11:06:00,30.90657,-88.10633
