bear,year,day,juliandate,GMT.Date,hour,minutes,GMT.Time,Latitude,Longitude
33503,15,301,15301,28.10.2015,10,:03,10:03:00,31.39961,-88.22646
33503,15,301,15301,28.10.2015,12,:01,12:01:00,31.40005,-88.23556
33503,15,301,15301,28.10.2015,12,:02,12:02:00,31.39954,-88.22636
33503,15,301,15301,28.10.2015,13,:02,13:02:00,31.40003,-88.23565
33503,15,301,15301,28.10.2015,13,:03,13:03:00,31.39949,-88.22643
33503,15,301,15301,28.10.2015,14,:00,14:00:00,31.3996,-88.23098
33503,15,301,15301,28.10.2015,15,:00,15:00:00,31.40087,-88.23468
33503,15,301,15301,28.10.2015,16,:01,16:01:00,31.40103,-88.23944
33503,15,301,15301,28.10.2015,17,:03,17:03:00,31.40124,-88.24124
33503,15,301,15301,28.10.2015,18,:00,18:00:00,31.40131,-88.24111
33503,15,301,15301,28.10.2015,20,:01,20:01:00,31.39933,-88.24333
33503,15,301,15301,28.10.2015,21,:01,21:01:00,31.3993,-88.2437
33503,15,301,15301,28.10.2015,22,:01,22:01:00,31.39927,-88.24271
33503,15,302,15302,29.10.2015,0,:01,0:01:00,31.40063,-88.24055
33503,15,302,15302,29.10.2015,4,:00,4:00:00,31.39745,-88.24602
33503,15,302,15302,29.10.2015,5,:01,5:01:00,31.40539,-88.25345
33503,15,302,15302,29.10.2015,6,:03,6:03:00,31.40906,-88.25862
33503,15,302,15302,29.10.2015,7,:01,7:01:00,31.40904,-88.25849
33503,15,302,15302,29.10.2015,8,:01,8:01:00,31.40917,-88.25854
33503,15,302,15302,29.10.2015,9,:01,9:01:00,31.40916,-88.25852
33503,15,302,15302,29.10.2015,13,:03,13:03:00,31.40896,-88.2637
33503,15,302,15302,29.10.2015,14,:00,14:00:00,31.411,-88.26625
33503,15,302,15302,29.10.2015,15,:01,15:01:00,31.41011,-88.27313
33503,15,302,15302,29.10.2015,16,:01,16:01:00,31.41229,-88.27281
33503,15,302,15302,29.10.2015,17,:00,17:00:00,31.41225,-88.27256
33503,15,302,15302,29.10.2015,18,:00,18:00:00,31.41657,-88.27716
33503,15,302,15302,29.10.2015,19,:00,19:00:00,31.41626,-88.27803
33503,15,302,15302,29.10.2015,20,:00,20:00:00,31.41633,-88.27817
33503,15,302,15302,29.10.2015,21,:00,21:00:00,31.41639,-88.27816
33503,15,302,15302,29.10.2015,22,:00,22:00:00,31.41791,-88.27784
33503,15,302,15302,29.10.2015,23,:02,23:02:00,31.41788,-88.2778
33503,15,303,15303,30.10.2015,0,:01,0:01:00,31.4179,-88.27794
33503,15,303,15303,30.10.2015,1,:00,1:00:00,31.41619,-88.27799
33503,15,303,15303,30.10.2015,1,:01,1:01:00,31.3997,-88.23948
33503,15,303,15303,30.10.2015,2,:00,2:00:00,31.39941,-88.24006
33503,15,303,15303,30.10.2015,2,:01,2:01:00,31.41684,-88.27744
33503,15,303,15303,30.10.2015,3,:01,3:01:00,31.39965,-88.24328
33503,15,303,15303,30.10.2015,4,:01,4:01:00,31.42151,-88.26836
33503,15,303,15303,30.10.2015,5,:00,5:00:00,31.42138,-88.26845
33503,15,303,15303,30.10.2015,8,:02,8:02:00,31.42138,-88.26838
33503,15,303,15303,30.10.2015,9,:00,9:00:00,31.42138,-88.26841
33503,15,303,15303,30.10.2015,11,:01,11:01:00,31.4215,-88.26839
33503,15,303,15303,30.10.2015,12,:01,12:01:00,31.42149,-88.26834
33503,15,303,15303,30.10.2015,13,:02,13:02:00,31.41688,-88.26864
33503,15,303,15303,30.10.2015,14,:02,14:02:00,31.40999,-88.2725
33503,15,303,15303,30.10.2015,15,:00,15:00:00,31.408,-88.27266
33503,15,303,15303,30.10.2015,16,:03,16:03:00,31.40445,-88.26637
33503,15,303,15303,30.10.2015,17,:01,17:01:00,31.40408,-88.26657
33503,15,303,15303,30.10.2015,19,:00,19:00:00,31.40222,-88.26551
33503,15,303,15303,30.10.2015,20,:00,20:00:00,31.39929,-88.26848
33503,15,303,15303,30.10.2015,21,:01,21:01:00,31.39952,-88.26355
33503,15,303,15303,30.10.2015,22,:01,22:01:00,31.40337,-88.2654
33503,15,303,15303,30.10.2015,23,:01,23:01:00,31.40317,-88.26585
33503,15,304,15304,31.10.2015,0,:00,0:00:00,31.40342,-88.26542
33503,15,304,15304,31.10.2015,1,:02,1:02:00,31.40635,-88.26742
33503,15,304,15304,31.10.2015,2,:00,2:00:00,31.40925,-88.27548
33503,15,304,15304,31.10.2015,3,:00,3:00:00,31.40923,-88.27545
