bear,year,day,juliandate,GMT.Date,hour,minutes,GMT.Time,Latitude,Longitude
33504,16,174,16174,22.06.2016,21,:01,21:01:00,30.90285,-88.04244
33504,16,174,16174,22.06.2016,22,:01,22:01:00,30.9027,-88.04257
33504,16,175,16175,23.06.2016,1,:01,1:01:00,30.9023,-88.04364
33504,16,175,16175,23.06.2016,2,:01,2:01:00,30.90651,-88.04922
33504,16,175,16175,23.06.2016,3,:01,3:01:00,30.90838,-88.05928
33504,16,175,16175,23.06.2016,4,:01,4:01:00,30.91585,-88.06324
33504,16,175,16175,23.06.2016,5,:01,5:01:00,30.92613,-88.0615
33504,16,175,16175,23.06.2016,6,:01,6:01:00,30.92397,-88.05667
33504,16,175,16175,23.06.2016,7,:01,7:01:00,30.91955,-88.05615
33504,16,175,16175,23.06.2016,8,:01,8:01:00,30.91567,-88.05485
33504,16,175,16175,23.06.2016,9,:01,9:01:00,30.91593,-88.05408
33504,16,175,16175,23.06.2016,10,:01,10:01:00,30.9159,-88.05414
33504,16,175,16175,23.06.2016,11,:01,11:01:00,30.91584,-88.05401
33504,16,175,16175,23.06.2016,12,:01,12:01:00,30.91644,-88.0519
33504,16,175,16175,23.06.2016,13,:01,13:01:00,30.91376,-88.05077
33504,16,175,16175,23.06.2016,14,:01,14:01:00,30.90829,-88.04882
33504,16,175,16175,23.06.2016,15,:01,15:01:00,30.90905,-88.04267
33504,16,175,16175,23.06.2016,16,:01,16:01:00,30.90283,-88.04106
33504,16,175,16175,23.06.2016,17,:01,17:01:00,30.90261,-88.04191
33504,16,175,16175,23.06.2016,18,:01,18:01:00,30.90322,-88.0423
33504,16,175,16175,23.06.2016,19,:01,19:01:00,30.90322,-88.04251
33504,16,175,16175,23.06.2016,20,:01,20:01:00,30.9031,-88.04238
33504,16,175,16175,23.06.2016,21,:01,21:01:00,30.90303,-88.04242
33504,16,175,16175,23.06.2016,22,:01,22:01:00,30.90317,-88.04243
33504,16,177,16177,25.06.2016,1,:01,1:01:00,30.90103,-88.0438
33504,16,177,16177,25.06.2016,2,:01,2:01:00,30.90455,-88.0442
33504,16,177,16177,25.06.2016,3,:01,3:01:00,30.90814,-88.04602
33504,16,177,16177,25.06.2016,4,:01,4:01:00,30.91019,-88.04691
33504,16,177,16177,25.06.2016,5,:01,5:01:00,30.90261,-88.05414
33504,16,177,16177,25.06.2016,6,:01,6:01:00,30.90306,-88.06111
33504,16,177,16177,25.06.2016,7,:01,7:01:00,30.90867,-88.0753
33504,16,177,16177,25.06.2016,8,:01,8:01:00,30.91405,-88.06756
33504,16,177,16177,25.06.2016,9,:01,9:01:00,30.91397,-88.06761
33504,16,177,16177,25.06.2016,10,:01,10:01:00,30.91816,-88.06438
33504,16,177,16177,25.06.2016,11,:01,11:01:00,30.91814,-88.06397
33504,16,177,16177,25.06.2016,12,:01,12:01:00,30.91888,-88.06314
33504,16,177,16177,25.06.2016,13,:01,13:01:00,30.9234,-88.05625
33504,16,177,16177,25.06.2016,14,:01,14:01:00,30.91959,-88.05335
33504,16,177,16177,25.06.2016,15,:01,15:01:00,30.91469,-88.05297
33504,16,177,16177,25.06.2016,16,:01,16:01:00,30.91581,-88.05209
33504,16,177,16177,25.06.2016,17,:01,17:01:00,30.91573,-88.05236
33504,16,177,16177,25.06.2016,18,:01,18:01:00,30.91534,-88.05233
33504,16,177,16177,25.06.2016,19,:01,19:01:00,30.91569,-88.05223
33504,16,177,16177,25.06.2016,20,:01,20:01:00,30.91575,-88.05222
33504,16,177,16177,25.06.2016,21,:01,21:01:00,30.91662,-88.05197
33504,16,177,16177,25.06.2016,22,:01,22:01:00,30.91603,-88.0483
33504,16,178,16178,26.06.2016,1,:00,1:00:00,30.91367,-88.0432
33504,16,178,16178,26.06.2016,2,:00,2:00:00,30.90646,-88.04084
33504,16,178,16178,26.06.2016,3,:00,3:00:00,30.90674,-88.04748
33504,16,178,16178,26.06.2016,4,:00,4:00:00,30.90909,-88.05433
33504,16,178,16178,26.06.2016,5,:00,5:00:00,30.90933,-88.05447
33504,16,178,16178,26.06.2016,6,:00,6:00:00,30.90926,-88.05437
33504,16,178,16178,26.06.2016,7,:00,7:00:00,30.90936,-88.05448
33504,16,178,16178,26.06.2016,8,:00,8:00:00,30.90934,-88.05438
33504,16,178,16178,26.06.2016,9,:00,9:00:00,30.90756,-88.05556
33504,16,178,16178,26.06.2016,10,:00,10:00:00,30.90657,-88.05789
33504,16,178,16178,26.06.2016,11,:00,11:00:00,30.90658,-88.05775
33504,16,178,16178,26.06.2016,12,:00,12:00:00,30.91325,-88.05853
33504,16,178,16178,26.06.2016,13,:00,13:00:00,30.92258,-88.05636
33504,16,178,16178,26.06.2016,14,:00,14:00:00,30.92973,-88.05408
33504,16,178,16178,26.06.2016,15,:00,15:00:00,30.9306,-88.05856
33504,16,178,16178,26.06.2016,16,:00,16:00:00,30.94296,-88.06095
33504,16,178,16178,26.06.2016,17,:00,17:00:00,30.94175,-88.06962
33504,16,178,16178,26.06.2016,18,:00,18:00:00,30.93045,-88.07585
33504,16,178,16178,26.06.2016,19,:00,19:00:00,30.92395,-88.0746
33504,16,178,16178,26.06.2016,20,:00,20:00:00,30.92387,-88.07439
33504,16,178,16178,26.06.2016,21,:00,21:00:00,30.92378,-88.07467
33504,16,178,16178,26.06.2016,22,:00,22:00:00,30.92371,-88.0745
33504,16,179,16179,27.06.2016,1,:00,1:00:00,30.92387,-88.07443
33504,16,179,16179,27.06.2016,2,:00,2:00:00,30.9172,-88.06795
33504,16,179,16179,27.06.2016,3,:00,3:00:00,30.911,-88.06165
33504,16,179,16179,27.06.2016,4,:00,4:00:00,30.9019,-88.06212
33504,16,179,16179,27.06.2016,5,:00,5:00:00,30.90444,-88.05362
33504,16,179,16179,27.06.2016,6,:00,6:00:00,30.90389,-88.05294
33504,16,179,16179,27.06.2016,7,:00,7:00:00,30.90398,-88.05294
33504,16,179,16179,27.06.2016,8,:00,8:00:00,30.90415,-88.05287
33504,16,179,16179,27.06.2016,9,:00,9:00:00,30.90659,-88.05329
33504,16,179,16179,27.06.2016,10,:00,10:00:00,30.90801,-88.04896
33504,16,179,16179,27.06.2016,11,:00,11:00:00,30.9088,-88.04766
33504,16,179,16179,27.06.2016,12,:00,12:00:00,30.90788,-88.04309
33504,16,179,16179,27.06.2016,13,:00,13:00:00,30.90864,-88.04193
33504,16,179,16179,27.06.2016,14,:00,14:00:00,30.90869,-88.04199
33504,16,179,16179,27.06.2016,15,:00,15:00:00,30.9087,-88.04191
33504,16,179,16179,27.06.2016,16,:00,16:00:00,30.90866,-88.04196
33504,16,179,16179,27.06.2016,17,:00,17:00:00,30.90944,-88.04107
33504,16,179,16179,27.06.2016,18,:00,18:00:00,30.90945,-88.04053
33504,16,179,16179,27.06.2016,19,:00,19:00:00,30.90935,-88.04042
33504,16,179,16179,27.06.2016,20,:00,20:00:00,30.91798,-88.05192
33504,16,179,16179,27.06.2016,21,:00,21:00:00,30.91674,-88.068
33504,16,179,16179,27.06.2016,22,:00,22:00:00,30.91696,-88.06533
33504,16,180,16180,28.06.2016,1,:00,1:00:00,30.91726,-88.06523
33504,16,180,16180,28.06.2016,2,:00,2:00:00,30.91673,-88.06294
33504,16,180,16180,28.06.2016,3,:00,3:00:00,30.91642,-88.06275
33504,16,180,16180,28.06.2016,4,:00,4:00:00,30.91653,-88.06286
33504,16,180,16180,28.06.2016,5,:00,5:00:00,30.91657,-88.06269
33504,16,180,16180,28.06.2016,6,:00,6:00:00,30.91646,-88.06265
33504,16,180,16180,28.06.2016,7,:00,7:00:00,30.91644,-88.06323
33504,16,180,16180,28.06.2016,8,:00,8:00:00,30.91662,-88.06361
33504,16,180,16180,28.06.2016,9,:00,9:00:00,30.91746,-88.0639
33504,16,180,16180,28.06.2016,10,:00,10:00:00,30.91805,-88.06524
33504,16,180,16180,28.06.2016,11,:00,11:00:00,30.91836,-88.06699
33504,16,180,16180,28.06.2016,12,:00,12:00:00,30.91863,-88.06915
33504,16,180,16180,28.06.2016,13,:00,13:00:00,30.91928,-88.06929
33504,16,180,16180,28.06.2016,14,:00,14:00:00,30.91939,-88.06916
33504,16,180,16180,28.06.2016,15,:00,15:00:00,30.91923,-88.06925
33504,16,180,16180,28.06.2016,16,:00,16:00:00,30.91925,-88.06923
33504,16,180,16180,28.06.2016,17,:00,17:00:00,30.91924,-88.06925
33504,16,180,16180,28.06.2016,18,:00,18:00:00,30.91923,-88.06926
33504,16,180,16180,28.06.2016,19,:00,19:00:00,30.91915,-88.06919
33504,16,180,16180,28.06.2016,20,:00,20:00:00,30.91966,-88.07008
33504,16,180,16180,28.06.2016,21,:00,21:00:00,30.92639,-88.07541
33504,16,180,16180,28.06.2016,22,:00,22:00:00,30.91675,-88.05451
33504,16,183,16183,01.07.2016,1,:00,1:00:00,30.90952,-88.0521
33504,16,183,16183,01.07.2016,2,:00,2:00:00,30.90638,-88.05064
33504,16,183,16183,01.07.2016,3,:00,3:00:00,30.90624,-88.05075
33504,16,183,16183,01.07.2016,4,:00,4:00:00,30.90633,-88.05071
33504,16,183,16183,01.07.2016,5,:00,5:00:00,30.90649,-88.05093
33504,16,183,16183,01.07.2016,6,:00,6:00:00,30.90746,-88.04714
33504,16,183,16183,01.07.2016,7,:00,7:00:00,30.90285,-88.0411
33504,16,183,16183,01.07.2016,8,:00,8:00:00,30.89578,-88.05318
33504,16,183,16183,01.07.2016,9,:00,9:00:00,30.89864,-88.05261
33504,16,183,16183,01.07.2016,10,:00,10:00:00,30.89866,-88.05256
33504,16,183,16183,01.07.2016,11,:00,11:00:00,30.89863,-88.05263
33504,16,183,16183,01.07.2016,12,:00,12:00:00,30.89786,-88.05223
33504,16,183,16183,01.07.2016,13,:00,13:00:00,30.90229,-88.05553
33504,16,183,16183,01.07.2016,14,:00,14:00:00,30.91154,-88.06218
33504,16,183,16183,01.07.2016,15,:00,15:00:00,30.93744,-88.07823
33504,16,183,16183,01.07.2016,16,:00,16:00:00,30.92772,-88.08579
33504,16,183,16183,01.07.2016,17,:00,17:00:00,30.92409,-88.09568
33504,16,183,16183,01.07.2016,18,:00,18:00:00,30.92711,-88.0794
33504,16,183,16183,01.07.2016,19,:00,19:00:00,30.92742,-88.08036
33504,16,183,16183,01.07.2016,20,:00,20:00:00,30.9275,-88.08028
33504,16,183,16183,01.07.2016,21,:00,21:00:00,30.92785,-88.07987
33504,16,183,16183,01.07.2016,22,:00,22:00:00,30.92685,-88.07983
33504,16,184,16184,02.07.2016,1,:00,1:00:00,30.92617,-88.0802
33504,16,184,16184,02.07.2016,2,:00,2:00:00,30.92731,-88.07811
33504,16,184,16184,02.07.2016,3,:00,3:00:00,30.92575,-88.08047
33504,16,184,16184,02.07.2016,4,:00,4:00:00,30.92471,-88.07138
33504,16,184,16184,02.07.2016,5,:00,5:00:00,30.92305,-88.05814
33504,16,184,16184,02.07.2016,6,:00,6:00:00,30.92306,-88.05821
33504,16,184,16184,02.07.2016,7,:00,7:00:00,30.92279,-88.058
33504,16,184,16184,02.07.2016,8,:00,8:00:00,30.92271,-88.058
33504,16,184,16184,02.07.2016,9,:00,9:00:00,30.92317,-88.05834
33504,16,184,16184,02.07.2016,10,:00,10:00:00,30.92483,-88.05682
33504,16,184,16184,02.07.2016,11,:00,11:00:00,30.93199,-88.06943
33504,16,184,16184,02.07.2016,12,:00,12:00:00,30.92254,-88.08457
33504,16,184,16184,02.07.2016,13,:00,13:00:00,30.92245,-88.05804
33504,16,184,16184,02.07.2016,14,:00,14:00:00,30.92242,-88.05803
33504,16,184,16184,02.07.2016,15,:00,15:00:00,30.93132,-88.06386
33504,16,184,16184,02.07.2016,16,:00,16:00:00,30.93068,-88.05755
33504,16,184,16184,02.07.2016,17,:00,17:00:00,30.92968,-88.05585
33504,16,184,16184,02.07.2016,18,:00,18:00:00,30.92968,-88.05578
33504,16,184,16184,02.07.2016,19,:00,19:00:00,30.92972,-88.05576
33504,16,184,16184,02.07.2016,20,:00,20:00:00,30.92973,-88.05564
33504,16,184,16184,02.07.2016,21,:00,21:00:00,30.92959,-88.05593
33504,16,184,16184,02.07.2016,22,:00,22:00:00,30.92227,-88.05847
33504,16,185,16185,03.07.2016,1,:00,1:00:00,30.92222,-88.05853
33504,16,185,16185,03.07.2016,2,:00,2:00:00,30.92263,-88.05852
33504,16,185,16185,03.07.2016,3,:00,3:00:00,30.92285,-88.05834
33504,16,185,16185,03.07.2016,4,:00,4:00:00,30.92233,-88.05803
33504,16,185,16185,03.07.2016,5,:00,5:00:00,30.91878,-88.05959
33504,16,185,16185,03.07.2016,6,:00,6:00:00,30.91825,-88.05959
33504,16,185,16185,03.07.2016,7,:00,7:00:00,30.91593,-88.05722
33504,16,185,16185,03.07.2016,8,:00,8:00:00,30.91611,-88.05686
33504,16,185,16185,03.07.2016,9,:00,9:00:00,30.91631,-88.05668
33504,16,185,16185,03.07.2016,10,:00,10:00:00,30.91629,-88.05671
33504,16,185,16185,03.07.2016,11,:00,11:00:00,30.91588,-88.05633
33504,16,185,16185,03.07.2016,12,:00,12:00:00,30.91619,-88.0559
33504,16,185,16185,03.07.2016,13,:00,13:00:00,30.91567,-88.05315
33504,16,185,16185,03.07.2016,14,:00,14:00:00,30.9139,-88.05188
33504,16,185,16185,03.07.2016,15,:00,15:00:00,30.91406,-88.05213
33504,16,185,16185,03.07.2016,16,:00,16:00:00,30.91398,-88.05238
33504,16,185,16185,03.07.2016,17,:00,17:00:00,30.91077,-88.05162
33504,16,185,16185,03.07.2016,18,:00,18:00:00,30.91035,-88.05042
33504,16,185,16185,03.07.2016,19,:00,19:00:00,30.91033,-88.05043
33504,16,185,16185,03.07.2016,20,:00,20:00:00,30.91028,-88.05044
33504,16,185,16185,03.07.2016,21,:00,21:00:00,30.91028,-88.05049
33504,16,185,16185,03.07.2016,22,:00,22:00:00,30.90704,-88.05852
33504,16,187,16187,05.07.2016,1,:00,1:00:00,30.9088,-88.0602
33504,16,187,16187,05.07.2016,2,:00,2:00:00,30.92157,-88.0628
33504,16,187,16187,05.07.2016,3,:00,3:00:00,30.92665,-88.0568
33504,16,187,16187,05.07.2016,4,:00,4:00:00,30.91957,-88.05177
33504,16,187,16187,05.07.2016,5,:00,5:00:00,30.91695,-88.05036
33504,16,187,16187,05.07.2016,6,:00,6:00:00,30.90984,-88.04796
33504,16,187,16187,05.07.2016,7,:00,7:00:00,30.90407,-88.04084
33504,16,187,16187,05.07.2016,8,:00,8:00:00,30.90217,-88.04055
33504,16,187,16187,05.07.2016,9,:00,9:00:00,30.902,-88.04083
33504,16,187,16187,05.07.2016,10,:00,10:00:00,30.9081,-88.0414
33504,16,187,16187,05.07.2016,11,:00,11:00:00,30.91081,-88.04145
33504,16,187,16187,05.07.2016,12,:00,12:00:00,30.91204,-88.04598
33504,16,187,16187,05.07.2016,13,:00,13:00:00,30.90654,-88.05142
33504,16,187,16187,05.07.2016,14,:00,14:00:00,30.89944,-88.05176
33504,16,187,16187,05.07.2016,15,:00,15:00:00,30.90319,-88.06018
33504,16,187,16187,05.07.2016,16,:00,16:00:00,30.911,-88.06312
33504,16,187,16187,05.07.2016,17,:00,17:00:00,30.91103,-88.06321
33504,16,187,16187,05.07.2016,18,:00,18:00:00,30.91106,-88.06325
33504,16,187,16187,05.07.2016,19,:00,19:00:00,30.91108,-88.06325
33504,16,187,16187,05.07.2016,20,:00,20:00:00,30.91103,-88.06324
33504,16,187,16187,05.07.2016,21,:00,21:00:00,30.91072,-88.06311
33504,16,187,16187,05.07.2016,22,:00,22:00:00,30.91549,-88.06517
33504,16,188,16188,06.07.2016,1,:00,1:00:00,30.92425,-88.07419
33504,16,188,16188,06.07.2016,2,:00,2:00:00,30.93423,-88.07516
33504,16,188,16188,06.07.2016,3,:00,3:00:00,30.92402,-88.07416
33504,16,188,16188,06.07.2016,4,:00,4:00:00,30.91916,-88.06024
33504,16,188,16188,06.07.2016,5,:00,5:00:00,30.92015,-88.05387
33504,16,188,16188,06.07.2016,6,:00,6:00:00,30.91941,-88.05498
33504,16,188,16188,06.07.2016,7,:00,7:00:00,30.91656,-88.05279
33504,16,188,16188,06.07.2016,8,:00,8:00:00,30.91699,-88.05234
33504,16,188,16188,06.07.2016,9,:00,9:00:00,30.91735,-88.05039
33504,16,188,16188,06.07.2016,10,:00,10:00:00,30.91458,-88.04541
33504,16,188,16188,06.07.2016,11,:00,11:00:00,30.9095,-88.04315
33504,16,188,16188,06.07.2016,12,:00,12:00:00,30.90256,-88.04088
33504,16,188,16188,06.07.2016,13,:00,13:00:00,30.89844,-88.0489
33504,16,188,16188,06.07.2016,14,:00,14:00:00,30.89843,-88.05228
33504,16,188,16188,06.07.2016,15,:00,15:00:00,30.89844,-88.05226
33504,16,188,16188,06.07.2016,16,:00,16:00:00,30.89848,-88.05223
33504,16,188,16188,06.07.2016,17,:00,17:00:00,30.89845,-88.05235
33504,16,188,16188,06.07.2016,18,:00,18:00:00,30.89846,-88.05213
33504,16,188,16188,06.07.2016,19,:00,19:00:00,30.89848,-88.05223
33504,16,188,16188,06.07.2016,20,:00,20:00:00,30.90076,-88.05144
33504,16,188,16188,06.07.2016,21,:00,21:00:00,30.90775,-88.05825
33504,16,188,16188,06.07.2016,22,:00,22:00:00,30.92294,-88.0624
33504,16,189,16189,07.07.2016,1,:02,1:02:00,30.92804,-88.07182
33504,16,189,16189,07.07.2016,2,:02,2:02:00,30.92187,-88.07334
33504,16,189,16189,07.07.2016,3,:02,3:02:00,30.91606,-88.07208
33504,16,189,16189,07.07.2016,4,:02,4:02:00,30.91549,-88.06563
33504,16,189,16189,07.07.2016,5,:02,5:02:00,30.9168,-88.05196
33504,16,189,16189,07.07.2016,6,:02,6:02:00,30.92576,-88.05512
33504,16,189,16189,07.07.2016,7,:02,7:02:00,30.9252,-88.05397
33504,16,189,16189,07.07.2016,8,:02,8:02:00,30.92562,-88.05514
33504,16,189,16189,07.07.2016,9,:02,9:02:00,30.92581,-88.05516
33504,16,189,16189,07.07.2016,10,:02,10:02:00,30.92494,-88.05497
33504,16,189,16189,07.07.2016,11,:02,11:02:00,30.92669,-88.06464
33504,16,189,16189,07.07.2016,12,:02,12:02:00,30.92352,-88.0676
33504,16,189,16189,07.07.2016,13,:02,13:02:00,30.92398,-88.06795
33504,16,189,16189,07.07.2016,14,:02,14:02:00,30.92391,-88.06784
33504,16,189,16189,07.07.2016,15,:02,15:02:00,30.92399,-88.06784
33504,16,189,16189,07.07.2016,16,:02,16:02:00,30.9239,-88.06716
33504,16,189,16189,07.07.2016,17,:02,17:02:00,30.92362,-88.06699
33504,16,189,16189,07.07.2016,18,:02,18:02:00,30.92358,-88.06715
33504,16,189,16189,07.07.2016,19,:02,19:02:00,30.92372,-88.06721
33504,16,189,16189,07.07.2016,20,:02,20:02:00,30.92366,-88.06721
33504,16,189,16189,07.07.2016,21,:02,21:02:00,30.92346,-88.06655
33504,16,189,16189,07.07.2016,22,:02,22:02:00,30.92684,-88.06402
33504,16,190,16190,08.07.2016,1,:01,1:01:00,30.9266,-88.06433
33504,16,190,16190,08.07.2016,2,:01,2:01:00,30.92105,-88.05902
33504,16,190,16190,08.07.2016,3,:01,3:01:00,30.91978,-88.05348
33504,16,190,16190,08.07.2016,4,:01,4:01:00,30.91524,-88.05369
33504,16,190,16190,08.07.2016,5,:01,5:01:00,30.91659,-88.05635
33504,16,190,16190,08.07.2016,6,:01,6:01:00,30.92009,-88.05815
33504,16,190,16190,08.07.2016,7,:01,7:01:00,30.92117,-88.06198
33504,16,190,16190,08.07.2016,8,:01,8:01:00,30.92165,-88.06172
33504,16,190,16190,08.07.2016,9,:01,9:01:00,30.92033,-88.0613
33504,16,190,16190,08.07.2016,10,:01,10:01:00,30.9211,-88.06186
33504,16,190,16190,08.07.2016,11,:01,11:01:00,30.92125,-88.05866
33504,16,190,16190,08.07.2016,12,:01,12:01:00,30.92499,-88.0556
33504,16,190,16190,08.07.2016,13,:01,13:01:00,30.9267,-88.05241
33504,16,190,16190,08.07.2016,14,:01,14:01:00,30.93122,-88.04685
33504,16,190,16190,08.07.2016,15,:01,15:01:00,30.92875,-88.05556
33504,16,190,16190,08.07.2016,16,:01,16:01:00,30.92863,-88.05558
33504,16,190,16190,08.07.2016,17,:01,17:01:00,30.92866,-88.05556
33504,16,190,16190,08.07.2016,18,:01,18:01:00,30.92866,-88.05554
33504,16,190,16190,08.07.2016,19,:01,19:01:00,30.92575,-88.05305
33504,16,190,16190,08.07.2016,20,:01,20:01:00,30.9247,-88.0541
33504,16,190,16190,08.07.2016,21,:01,21:01:00,30.90776,-88.05137
33504,16,190,16190,08.07.2016,22,:01,22:01:00,30.9041,-88.05081
33504,16,191,16191,09.07.2016,1,:01,1:01:00,30.91203,-88.04473
33504,16,191,16191,09.07.2016,2,:01,2:01:00,30.9227,-88.05234
33504,16,191,16191,09.07.2016,3,:01,3:01:00,30.92598,-88.05528
33504,16,191,16191,09.07.2016,4,:01,4:01:00,30.92418,-88.05233
33504,16,191,16191,09.07.2016,5,:01,5:01:00,30.92414,-88.05241
33504,16,191,16191,09.07.2016,6,:01,6:01:00,30.92106,-88.05885
33504,16,191,16191,09.07.2016,7,:01,7:01:00,30.9199,-88.05799
33504,16,191,16191,09.07.2016,8,:01,8:01:00,30.92232,-88.07003
33504,16,191,16191,09.07.2016,9,:01,9:01:00,30.92467,-88.06359
33504,16,191,16191,09.07.2016,10,:01,10:01:00,30.92558,-88.06364
33504,16,191,16191,09.07.2016,11,:01,11:01:00,30.92529,-88.06336
33504,16,191,16191,09.07.2016,12,:01,12:01:00,30.92586,-88.06292
33504,16,191,16191,09.07.2016,13,:01,13:01:00,30.92643,-88.06472
33504,16,191,16191,09.07.2016,14,:01,14:01:00,30.92984,-88.06575
33504,16,191,16191,09.07.2016,15,:01,15:01:00,30.92265,-88.062
33504,16,191,16191,09.07.2016,16,:01,16:01:00,30.92199,-88.06278
33504,16,191,16191,09.07.2016,17,:01,17:01:00,30.92196,-88.06272
33504,16,191,16191,09.07.2016,18,:01,18:01:00,30.92202,-88.06262
33504,16,191,16191,09.07.2016,19,:01,19:01:00,30.92221,-88.06264
33504,16,191,16191,09.07.2016,20,:01,20:01:00,30.92896,-88.06578
33504,16,191,16191,09.07.2016,21,:01,21:01:00,30.93008,-88.06664
33504,16,191,16191,09.07.2016,22,:01,22:01:00,30.9263,-88.07062
33504,16,194,16194,12.07.2016,1,:01,1:01:00,30.93287,-88.07003
33504,16,194,16194,12.07.2016,2,:01,2:01:00,30.92604,-88.0652
33504,16,194,16194,12.07.2016,3,:01,3:01:00,30.92583,-88.06573
33504,16,194,16194,12.07.2016,4,:01,4:01:00,30.92574,-88.0658
33504,16,194,16194,12.07.2016,5,:01,5:01:00,30.9256,-88.06571
33504,16,194,16194,12.07.2016,6,:01,6:01:00,30.92555,-88.06571
33504,16,194,16194,12.07.2016,7,:01,7:01:00,30.92531,-88.06629
33504,16,194,16194,12.07.2016,8,:01,8:01:00,30.92468,-88.06599
33504,16,194,16194,12.07.2016,9,:01,9:01:00,30.92507,-88.06582
33504,16,194,16194,12.07.2016,10,:01,10:01:00,30.92493,-88.06618
33504,16,194,16194,12.07.2016,11,:01,11:01:00,30.92575,-88.06689
33504,16,194,16194,12.07.2016,12,:01,12:01:00,30.92672,-88.0656
33504,16,194,16194,12.07.2016,13,:01,13:01:00,30.92609,-88.0626
33504,16,194,16194,12.07.2016,14,:01,14:01:00,30.92415,-88.06317
33504,16,194,16194,12.07.2016,15,:01,15:01:00,30.91922,-88.05931
33504,16,194,16194,12.07.2016,16,:01,16:01:00,30.9194,-88.05788
33504,16,194,16194,12.07.2016,17,:01,17:01:00,30.91951,-88.05786
33504,16,194,16194,12.07.2016,18,:01,18:01:00,30.91942,-88.05784
33504,16,194,16194,12.07.2016,19,:01,19:01:00,30.91953,-88.05779
33504,16,194,16194,12.07.2016,20,:01,20:01:00,30.91955,-88.05788
33504,16,194,16194,12.07.2016,21,:01,21:01:00,30.92027,-88.05704
33504,16,194,16194,12.07.2016,22,:01,22:01:00,30.92074,-88.05326
33504,16,195,16195,13.07.2016,1,:01,1:01:00,30.9175,-88.05155
33504,16,195,16195,13.07.2016,2,:01,2:01:00,30.91604,-88.05098
33504,16,195,16195,13.07.2016,3,:01,3:01:00,30.91699,-88.05097
33504,16,195,16195,13.07.2016,4,:01,4:01:00,30.91621,-88.04891
